dataset,sample_id,method,status,safeguard_enabled,safeguard_used,native_k,native_mse,final_k,final_mse,extra_refit_count,final_source,repair_status,capacity,complete_ms
Synthetic,seed20000_sample2679,dung_direct_knot_2017_adaptation,ok,True,True,5,0.0021940331625299177,9,3.5270270842520916e-05,12,residual_guided_augmentation,repaired_feasible,32,119.2055840510875
Synthetic,seed20000_sample2679,kang_sparse_2015_adaptation,ok,True,False,6,3.0987761492818604e-05,6,3.0987761492818604e-05,0,native,native_feasible,32,916.6848589666188
Synthetic,seed20000_sample2679,luo_linf_de_2022_adaptation,ok,True,False,6,3.621451018255715e-05,6,3.621451018255715e-05,0,native,native_feasible,32,2948.356836976018
Synthetic,seed20000_sample2057,dung_direct_knot_2017_adaptation,ok,True,True,5,0.0015518769018079404,9,3.8173667693712326e-05,12,residual_guided_augmentation,repaired_feasible,32,100.50380800385028
Synthetic,seed20000_sample2057,kang_sparse_2015_adaptation,ok,True,True,6,6.544790502326084e-05,7,3.931061828329051e-05,3,residual_guided_augmentation,repaired_feasible,32,1049.725235963706
Synthetic,seed20000_sample2057,luo_linf_de_2022_adaptation,ok,True,False,7,3.8821682196835534e-05,7,3.8821682196835534e-05,0,native,native_feasible,32,2965.0362970423885
Synthetic,seed20000_sample2344,dung_direct_knot_2017_adaptation,ok,True,True,6,0.0020223583625721916,11,4.0378867069001076e-05,15,residual_guided_augmentation,repaired_feasible,32,135.82809502258897
Synthetic,seed20000_sample2344,kang_sparse_2015_adaptation,ok,True,True,8,7.847532271713669e-05,9,4.047620892472147e-05,3,residual_guided_augmentation,repaired_feasible,32,982.0155519992113
Synthetic,seed20000_sample2344,luo_linf_de_2022_adaptation,ok,True,True,7,5.615712068126349e-05,9,4.405477290707609e-05,6,residual_guided_augmentation,repaired_feasible,32,2869.0906339907087
Synthetic,seed20000_sample3595,dung_direct_knot_2017_adaptation,ok,True,True,6,0.0026969546938576364,14,4.863545138461968e-05,24,residual_guided_augmentation,repaired_feasible,32,147.59876200696453
Synthetic,seed20000_sample3595,kang_sparse_2015_adaptation,ok,True,True,7,9.768955237207532e-05,9,4.2357895331599856e-05,6,residual_guided_augmentation,repaired_feasible,32,975.9632070199586
Synthetic,seed20000_sample3595,luo_linf_de_2022_adaptation,ok,True,True,7,6.786850528551907e-05,10,4.722294966391341e-05,9,residual_guided_augmentation,repaired_feasible,32,2838.354622013867
Synthetic,seed20000_sample3602,dung_direct_knot_2017_adaptation,ok,True,True,7,0.002244377360149217,12,4.213491722396226e-05,15,residual_guided_augmentation,repaired_feasible,32,141.31931896554306
Synthetic,seed20000_sample3602,kang_sparse_2015_adaptation,ok,True,True,8,7.758816662764528e-05,10,4.0549533204184596e-05,6,residual_guided_augmentation,repaired_feasible,32,999.1829250357114
Synthetic,seed20000_sample3602,luo_linf_de_2022_adaptation,ok,True,False,8,4.204178585613175e-05,8,4.204178585613175e-05,0,native,native_feasible,32,2567.366628034506
Synthetic,seed20000_sample617,dung_direct_knot_2017_adaptation,ok,True,True,6,0.0016148004532140839,13,3.420892705519101e-05,21,residual_guided_augmentation,repaired_feasible,32,173.65331703331321
Synthetic,seed20000_sample617,kang_sparse_2015_adaptation,ok,True,False,20,9.384046847070282e-06,20,9.384046847070282e-06,0,native,native_feasible,32,842.9667190066539
