sample_index,sample_seed,execution_position,source_knot_count,canonical_knot_count,proposal_knot_count,source_internal_knots,canonical_internal_knots,proposal_internal_knots,parameter_rmse,method_orders,ours_knot_count,ours_count_bias_canonical,ours_count_bias_source,ours_fit_mse,ours_threshold_satisfied,ours_time_repeats_ms,ours_time_median_ms,ours_internal_knots,hard_knot_count,hard_count_bias_canonical,hard_count_bias_source,hard_fit_mse,hard_threshold_satisfied,hard_time_repeats_ms,hard_time_median_ms,hard_internal_knots,hard_accepted_deletions,ours_warped_internal_knots,ours_match_0.005_matched,ours_match_0.005_predicted,ours_match_0.005_target,ours_match_0.005_precision,ours_match_0.005_recall,ours_match_0.005_f1,ours_match_0.005_matched_mae,ours_match_0.005_error_sum,ours_match_0.010_matched,ours_match_0.010_predicted,ours_match_0.010_target,ours_match_0.010_precision,ours_match_0.010_recall,ours_match_0.010_f1,ours_match_0.010_matched_mae,ours_match_0.010_error_sum,ours_match_0.020_matched,ours_match_0.020_predicted,ours_match_0.020_target,ours_match_0.020_precision,ours_match_0.020_recall,ours_match_0.020_f1,ours_match_0.020_matched_mae,ours_match_0.020_error_sum,ours_match_0.050_matched,ours_match_0.050_predicted,ours_match_0.050_target,ours_match_0.050_precision,ours_match_0.050_recall,ours_match_0.050_f1,ours_match_0.050_matched_mae,ours_match_0.050_error_sum,hard_warped_internal_knots,hard_match_0.005_matched,hard_match_0.005_predicted,hard_match_0.005_target,hard_match_0.005_precision,hard_match_0.005_recall,hard_match_0.005_f1,hard_match_0.005_matched_mae,hard_match_0.005_error_sum,hard_match_0.010_matched,hard_match_0.010_predicted,hard_match_0.010_target,hard_match_0.010_precision,hard_match_0.010_recall,hard_match_0.010_f1,hard_match_0.010_matched_mae,hard_match_0.010_error_sum,hard_match_0.020_matched,hard_match_0.020_predicted,hard_match_0.020_target,hard_match_0.020_precision,hard_match_0.020_recall,hard_match_0.020_f1,hard_match_0.020_matched_mae,hard_match_0.020_error_sum,hard_match_0.050_matched,hard_match_0.050_predicted,hard_match_0.050_target,hard_match_0.050_precision,hard_match_0.050_recall,hard_match_0.050_f1,hard_match_0.050_matched_mae,hard_match_0.050_error_sum
854,20854,1,10,7,28,"[0.08628181368112564, 0.16604124009609222, 0.24678725004196167, 0.34748536348342896, 0.4081060290336609, 0.4811619818210602, 0.5983456969261169, 0.7229477763175964, 0.8408925533294678, 0.896142303943634]","[0.08628181368112564, 0.24678725004196167, 0.4081060290336609, 0.5983456969261169, 0.7229477763175964, 0.8408925533294678, 0.896142303943634]","[0.020877651870250702, 0.05104203522205353, 0.08592720329761505, 0.12712226808071136, 0.1735452264547348, 0.216232568025589, 0.2499847263097763, 0.288124680519104, 0.3184416890144348, 0.3514162600040436, 0.38305529952049255, 0.41542765498161316, 0.446293443441391, 0.47718438506126404, 0.5087365508079529, 0.5405941605567932, 0.572235107421875, 0.6028043031692505, 0.6334966421127319, 0.6654481887817383, 0.6989291906356812, 0.7337746620178223, 0.767585813999176, 0.7986859679222107, 0.8299833536148071, 0.863489031791687, 0.9013663530349731, 0.9433053135871887]",0.02710750326514244,"[""ours_then_hard"", ""hard_then_ours"", ""hard_then_ours""]",8,1,-2,0.0001721264998195693,False,"[14.8341, 19.2245, 19.7919]",19.2245,"[0.2386048138141632, 0.4723657965660095, 0.5395157337188721, 0.5761984586715698, 0.6534402370452881, 0.7064967155456543, 0.7564584016799927, 0.8826407790184021]",8,1,-2,2.4491577278240584e-05,True,"[190.462, 182.6663, 194.3526]",190.462,"[0.12712226808071136, 0.2499847263097763, 0.3514162600040436, 0.446293443441391, 0.6028043031692505, 0.6334966421127319, 0.7986859679222107, 0.8299833536148071]",20,"[0.19615601003170013, 0.4536270499229431, 0.5167059302330017, 0.5558269023895264, 0.6480299234390259, 0.7128894329071045, 0.7733668684959412, 0.9112699627876282]",0,8,7,0.0,0.0,0.0,,0.0,0,8,7,0.0,0.0,0.0,,0.0,2,8,7,0.25,0.2857142857142857,0.26666666666666666,0.012593001127243042,0.025186002254486084,4,8,7,0.5,0.5714285714285714,0.5333333333333333,0.02830645442008972,0.11322581768035889,"[0.09202014654874802, 0.20655156672000885, 0.31448444724082947, 0.4237136244773865, 0.5891541838645935, 0.6278369426727295, 0.821645975112915, 0.8616556525230408]",0,8,7,0.0,0.0,0.0,,0.0,2,8,7,0.25,0.2857142857142857,0.26666666666666666,0.0074649229645729065,0.014929845929145813,4,8,7,0.5,0.5714285714285714,0.5333333333333333,0.012446004897356033,0.04978401958942413,6,8,7,0.75,0.8571428571428571,0.7999999999999999,0.02075105905532837,0.12450635433197021
485,20485,2,6,5,28,"[0.12116242945194244, 0.2652527987957001, 0.3785913288593292, 0.49734872579574585, 0.6277991533279419, 0.8092501163482666]","[0.2652527987957001, 0.3785913288593292, 0.49734872579574585, 0.6277991533279419, 0.8092501163482666]","[0.020060408860445023, 0.05033940076828003, 0.08419273793697357, 0.12282172590494156, 0.16364504396915436, 0.204650416970253, 0.23977962136268616, 0.2708543539047241, 0.3006545901298523, 0.33100762963294983, 0.3609272241592407, 0.3917386531829834, 0.42193660140037537, 0.45198294520378113, 0.48200538754463196, 0.5128421187400818, 0.5439520478248596, 0.5754502415657043, 0.6073560118675232, 0.6406092047691345, 0.6753535270690918, 0.7119344472885132, 0.7492136359214783, 0.7842794060707092, 0.8173561096191406, 0.8530635833740234, 0.8939018249511719, 0.9389328360557556]",0.02145271562039852,"[""hard_then_ours"", ""hard_then_ours"", ""hard_then_ours""]",7,2,1,2.0476594727369957e-05,True,"[14.3309, 16.9721, 17.7318]",16.9721,"[0.1854541301727295, 0.22670170664787292, 0.3007265627384186, 0.39293110370635986, 0.49858665466308594, 0.6320053935050964, 0.7571662664413452]",6,1,0,2.0265442799427547e-05,True,"[188.2167, 186.0387, 182.2546]",186.0387,"[0.16364504396915436, 0.3006545901298523, 0.3917386531829834, 0.5439520478248596, 0.6406092047691345, 0.7842794060707092]",22,"[0.1500311642885208, 0.19302481412887573, 0.26959460973739624, 0.36799192428588867, 0.48044389486312866, 0.6224307417869568, 0.7625625729560852]",1,7,5,0.14285714285714285,0.2,0.16666666666666666,0.004341810941696167,0.004341810941696167,2,7,5,0.2857142857142857,0.4,0.3333333333333333,0.004855111241340637,0.009710222482681274,4,7,5,0.5714285714285714,0.8,0.6666666666666666,0.009303614497184753,0.037214457988739014,5,7,5,0.7142857142857143,1.0,0.8333333333333333,0.016780400276184083,0.08390200138092041,"[0.12967129051685333, 0.2695066034793854, 0.36638143658638, 0.5237708687782288, 0.6326662302017212, 0.7958101034164429]",2,6,5,0.3333333333333333,0.4,0.3636363636363636,0.0045604407787323,0.0091208815574646,2,6,5,0.3333333333333333,0.4,0.3636363636363636,0.0045604407787323,0.0091208815574646,4,6,5,0.6666666666666666,0.8,0.7272727272727272,0.008692696690559387,0.03477078676223755,5,6,5,0.8333333333333334,1.0,0.9090909090909091,0.012238585948944091,0.06119292974472046
270,20270,3,13,8,28,"[0.07391579449176788, 0.12000767141580582, 0.1953541338443756, 0.286424458026886, 0.3280426561832428, 0.3974490463733673, 0.4758635461330414, 0.5304281711578369, 0.624740481376648, 0.7026531100273132, 0.7748259902000427, 0.8622632026672363, 0.9157590866088867]","[0.07391579449176788, 0.1953541338443756, 0.286424458026886, 0.3280426561832428, 0.5304281711578369, 0.7026531100273132, 0.7748259902000427, 0.8622632026672363]","[0.019080232828855515, 0.04794970899820328, 0.08097200095653534, 0.11912035942077637, 0.1606420874595642, 0.20187067985534668, 0.23759447038173676, 0.26945585012435913, 0.3017715513706207, 0.3346153795719147, 0.36699339747428894, 0.3990977108478546, 0.43075379729270935, 0.46171557903289795, 0.493665874004364, 0.5254865288734436, 0.5561582446098328, 0.5863454937934875, 0.6164129376411438, 0.6468073725700378, 0.6789376139640808, 0.7142665386199951, 0.7508641481399536, 0.7849713563919067, 0.8160924911499023, 0.8491412997245789, 0.8895168304443359, 0.9359035491943359]",0.014167007058858871,"[""hard_then_ours"", ""hard_then_ours"", ""hard_then_ours""]",7,-1,-6,4.776470814249478e-05,False,"[17.0872, 15.3457, 16.9215]",16.9215,"[0.22210007905960083, 0.349067747592926, 0.3782769739627838, 0.4431299865245819, 0.574147641658783, 0.7972345948219299, 0.8045234084129333]",8,0,-5,1.9173605323885567e-05,True,"[209.217, 172.3298, 197.3893]",197.3893,"[0.08097200095653534, 0.23759447038173676, 0.26945585012435913, 0.3990977108478546, 0.43075379729270935, 0.5863454937934875, 0.8491412997245789, 0.8895168304443359]",20,"[0.1999252587556839, 0.3331226408481598, 0.3683968782424927, 0.4379504919052124, 0.5837271809577942, 0.8144482970237732, 0.8211089372634888]",1,7,8,0.14285714285714285,0.125,0.13333333333333333,0.004571124911308289,0.004571124911308289,2,7,8,0.2857142857142857,0.25,0.26666666666666666,0.00482555478811264,0.00965110957622528,2,7,8,0.2857142857142857,0.25,0.26666666666666666,0.00482555478811264,0.00965110957622528,5,7,8,0.7142857142857143,0.625,0.6666666666666666,0.034480020403862,0.17240010201931,"[0.067531056702137, 0.2160426825284958, 0.2553583085536957, 0.39275702834129333, 0.42621731758117676, 0.5910274982452393, 0.8685017824172974, 0.9116806387901306]",0,8,8,0.0,0.0,0.0,,0.0,2,8,8,0.25,0.25,0.25,0.0063116587698459625,0.012623317539691925,2,8,8,0.25,0.25,0.25,0.0063116587698459625,0.012623317539691925,4,8,8,0.5,0.5,0.5,0.016094503924250603,0.06437801569700241
957,20957,4,12,9,28,"[0.05537721887230873, 0.15332134068012238, 0.22563286125659943, 0.29178890585899353, 0.37313464283943176, 0.47049689292907715, 0.5486156344413757, 0.5977025628089905, 0.6549263000488281, 0.7244348526000977, 0.8046727180480957, 0.8981683254241943]","[0.05537721887230873, 0.15332134068012238, 0.22563286125659943, 0.47049689292907715, 0.5486156344413757, 0.5977025628089905, 0.6549263000488281, 0.7244348526000977, 0.8981683254241943]","[0.018951470032334328, 0.04833362251520157, 0.082256980240345, 0.12182628363370895, 0.16621828079223633, 0.20861288905143738, 0.24568071961402893, 0.27953752875328064, 0.31140270829200745, 0.34246858954429626, 0.3737470209598541, 0.40427324175834656, 0.43429332971572876, 0.46407970786094666, 0.4940432608127594, 0.5244562029838562, 0.5550783276557922, 0.5860351920127869, 0.6176113486289978, 0.6500256657600403, 0.6837489604949951, 0.7189983129501343, 0.7544059157371521, 0.7880186438560486, 0.8206892013549805, 0.8553189635276794, 0.8949635028839111, 0.9393734335899353]",0.00782182440161705,"[""hard_then_ours"", ""hard_then_ours"", ""ours_then_hard""]",10,1,-2,0.00010098578059114516,False,"[29.5486, 14.257, 16.1802]",16.1802,"[0.19693875312805176, 0.23422256112098694, 0.3146389424800873, 0.38284870982170105, 0.45012086629867554, 0.5587849617004395, 0.675045907497406, 0.7781776785850525, 0.8526912331581116, 0.9119211435317993]",11,2,-1,1.8828022803063504e-05,True,"[202.2394, 160.3488, 158.6955]",160.3488,"[0.082256980240345, 0.12182628363370895, 0.31140270829200745, 0.40427324175834656, 0.46407970786094666, 0.5550783276557922, 0.6176113486289978, 0.6837489604949951, 0.7189983129501343, 0.8206892013549805, 0.9393734335899353]",17,"[0.1865820586681366, 0.22850947082042694, 0.30288031697273254, 0.3790883421897888, 0.4473370909690857, 0.5520339012145996, 0.6681497097015381, 0.7789120674133301, 0.8634092807769775, 0.9223869442939758]",2,10,9,0.2,0.2222222222222222,0.2105263157894737,0.003147438168525696,0.006294876337051392,2,10,9,0.2,0.2222222222222222,0.2105263157894737,0.003147438168525696,0.006294876337051392,3,10,9,0.3,0.3333333333333333,0.3157894736842105,0.006506095329920451,0.019518285989761353,6,10,9,0.6,0.6666666666666666,0.631578947368421,0.01844964176416397,0.11069785058498383,"[0.07767671346664429, 0.10915672034025192, 0.2994763255119324, 0.40518900752067566, 0.46205759048461914, 0.5497393608093262, 0.6061050295829773, 0.6764743328094482, 0.711218535900116, 0.8295703530311584, 0.9460412263870239]",1,11,9,0.09090909090909091,0.1111111111111111,0.09999999999999999,0.0011237263679504395,0.0011237263679504395,3,11,9,0.2727272727272727,0.3333333333333333,0.3,0.005988498528798421,0.017965495586395264,4,11,9,0.36363636363636365,0.4444444444444444,0.39999999999999997,0.007795453071594238,0.031181812286376953,8,11,9,0.7272727272727273,0.8888888888888888,0.7999999999999999,0.020883357618004084,0.16706686094403267
430,20430,5,4,4,28,"[0.1183120608329773, 0.31761693954467773, 0.6114617586135864, 0.7691060304641724]","[0.1183120608329773, 0.31761693954467773, 0.6114617586135864, 0.7691060304641724]","[0.020221810787916183, 0.04976784437894821, 0.08330830931663513, 0.12077110260725021, 0.161081463098526, 0.20129340887069702, 0.2383100390434265, 0.2724277973175049, 0.30877023935317993, 0.34370744228363037, 0.37181365489959717, 0.4041649103164673, 0.43664106726646423, 0.4684663414955139, 0.5003945231437683, 0.5308129191398621, 0.5625529885292053, 0.5935822129249573, 0.625264585018158, 0.6574985384941101, 0.6913802623748779, 0.726780891418457, 0.7621104717254639, 0.7952308058738708, 0.8273860812187195, 0.8619983792304993, 0.9004621505737305, 0.9426906108856201]",0.029330004006624222,"[""ours_then_hard"", ""hard_then_ours"", ""hard_then_ours""]",6,2,2,1.3830125681124628e-05,True,"[18.0555, 20.2159, 14.1552]",18.0555,"[0.2039545476436615, 0.24358001351356506, 0.4071287512779236, 0.5318030714988708, 0.7159956693649292, 0.8234890103340149]",4,0,0,1.490932481829077e-05,True,"[191.7588, 214.8537, 237.2169]",214.8537,"[0.161081463098526, 0.43664106726646423, 0.625264585018158, 0.6574985384941101]",24,"[0.15818549692630768, 0.19745290279388428, 0.36577293276786804, 0.5143993496894836, 0.7296475172042847, 0.8441618084907532]",0,6,4,0.0,0.0,0.0,,0.0,0,6,4,0.0,0.0,0.0,,0.0,0,6,4,0.0,0.0,0.0,,0.0,3,6,4,0.5,0.75,0.6,0.042495980858802795,0.1274879425764084,"[0.1213928833603859, 0.401660680770874, 0.6224661469459534, 0.6643733382225037]",1,4,4,0.25,0.25,0.25,0.0030808225274086,0.0030808225274086,1,4,4,0.25,0.25,0.25,0.0030808225274086,0.0030808225274086,2,4,4,0.5,0.5,0.5,0.007042605429887772,0.014085210859775543,2,4,4,0.5,0.5,0.5,0.007042605429887772,0.014085210859775543
263,20263,6,15,8,28,"[0.03622172027826309, 0.11144419759511948, 0.15681251883506775, 0.22485092282295227, 0.27635446190834045, 0.3410624563694, 0.39539220929145813, 0.4897625148296356, 0.5605006217956543, 0.6547048687934875, 0.7284073829650879, 0.780724287033081, 0.8303554654121399, 0.9049911499023438, 0.9494133591651917]","[0.03622172027826309, 0.22485092282295227, 0.3410624563694, 0.5605006217956543, 0.6547048687934875, 0.7284073829650879, 0.8303554654121399, 0.9049911499023438]","[0.016858583316206932, 0.043628014624118805, 0.07304473966360092, 0.10796903073787689, 0.14718489348888397, 0.18766337633132935, 0.22594302892684937, 0.2593466341495514, 0.290271520614624, 0.32235974073410034, 0.35417211055755615, 0.38615143299102783, 0.41735732555389404, 0.44796356558799744, 0.4780941605567932, 0.5078997611999512, 0.5383386015892029, 0.5697064995765686, 0.6013651490211487, 0.6335930228233337, 0.66767418384552, 0.703836977481842, 0.7416297793388367, 0.7784022092819214, 0.8118821382522583, 0.8465760946273804, 0.8880298137664795, 0.9351785182952881]",0.02118758298456669,"[""ours_then_hard"", ""hard_then_ours"", ""ours_then_hard""]",9,1,-6,6.374424265231937e-05,False,"[13.6987, 19.3743, 18.1551]",18.1551,"[0.14979760348796844, 0.22563764452934265, 0.2672177851200104, 0.37409934401512146, 0.4460452198982239, 0.5350106358528137, 0.6039021611213684, 0.6641942262649536, 0.826688289642334]",10,2,-5,2.330436655029189e-05,True,"[165.9084, 169.3643, 225.199]",169.3643,"[0.043628014624118805, 0.22594302892684937, 0.2593466341495514, 0.35417211055755615, 0.38615143299102783, 0.5383386015892029, 0.6335930228233337, 0.66767418384552, 0.7784022092819214, 0.8880298137664795]",18,"[0.13022297620773315, 0.2088787704706192, 0.26071181893348694, 0.37571802735328674, 0.45663031935691833, 0.5536825656890869, 0.6325773596763611, 0.6990914344787598, 0.8554813861846924]",0,9,8,0.0,0.0,0.0,,0.0,1,9,8,0.1111111111111111,0.125,0.11764705882352941,0.006818056106567383,0.006818056106567383,2,9,8,0.2222222222222222,0.25,0.23529411764705882,0.011395104229450226,0.02279020845890045,6,9,8,0.6666666666666666,0.75,0.7058823529411765,0.02233585963646571,0.13401515781879425,"[0.035254739224910736, 0.20911112427711487, 0.2520023584365845, 0.3480548560619354, 0.3920285403728485, 0.5581963658332825, 0.6677491068840027, 0.702408492565155, 0.814841628074646, 0.9092540740966797]",3,10,8,0.3,0.375,0.33333333333333326,0.00251138707002004,0.00753416121006012,4,10,8,0.4,0.5,0.4444444444444445,0.00363164022564888,0.01452656090259552,7,10,8,0.7,0.875,0.7777777777777777,0.008403490696634566,0.058824434876441956,8,10,8,0.8,1.0,0.888888888888889,0.010602915659546852,0.08482332527637482
281,20281,7,14,9,28,"[0.06089390441775322, 0.12129713594913483, 0.21354368329048157, 0.2625938057899475, 0.3510711193084717, 0.44493111968040466, 0.48304811120033264, 0.5781905055046082, 0.6250118017196655, 0.7122880220413208, 0.7525517344474792, 0.8210018873214722, 0.9080172181129456, 0.9602084159851074]","[0.06089390441775322, 0.21354368329048157, 0.3510711193084717, 0.44493111968040466, 0.6250118017196655, 0.7122880220413208, 0.7525517344474792, 0.8210018873214722, 0.9602084159851074]","[0.02025517076253891, 0.050862353295087814, 0.08641965687274933, 0.12780101597309113, 0.1720488965511322, 0.21375387907028198, 0.249686136841774, 0.28222864866256714, 0.3129331171512604, 0.34241876006126404, 0.37124666571617126, 0.4000950753688812, 0.4289673864841461, 0.45779237151145935, 0.4864293932914734, 0.5154363512992859, 0.545038640499115, 0.5761035680770874, 0.607593297958374, 0.6395864486694336, 0.6727499961853027, 0.7080032229423523, 0.7449426054954529, 0.7807562947273254, 0.8139589428901672, 0.8489962220191956, 0.890365481376648, 0.9368014931678772]",0.009561209939420223,"[""ours_then_hard"", ""hard_then_ours"", ""ours_then_hard""]",13,4,-1,0.00010667600872693583,False,"[15.9279, 17.5953, 14.4569]",15.9279,"[0.19648800790309906, 0.2710021138191223, 0.28963807225227356, 0.3929285407066345, 0.4542444944381714, 0.4807390570640564, 0.5103204846382141, 0.5539126992225647, 0.6408228278160095, 0.6982340216636658, 0.7820611596107483, 0.820743203163147, 0.8971079587936401]",12,3,-2,2.4032286091824062e-05,True,"[145.9126, 148.6469, 145.0034]",145.9126,"[0.050862353295087814, 0.12780101597309113, 0.249686136841774, 0.3129331171512604, 0.34241876006126404, 0.45779237151145935, 0.607593297958374, 0.6727499961853027, 0.7080032229423523, 0.7449426054954529, 0.8139589428901672, 0.9368014931678772]",16,"[0.18043449521064758, 0.2633059322834015, 0.283361554145813, 0.39838868379592896, 0.4605863392353058, 0.4848014712333679, 0.5144966840744019, 0.5553508996963501, 0.649103045463562, 0.7055655717849731, 0.7948577404022217, 0.8371959924697876, 0.9091960787773132]",0,13,9,0.0,0.0,0.0,,0.0,1,13,9,0.07692307692307693,0.1111111111111111,0.09090909090909093,0.006722450256347656,0.006722450256347656,3,13,9,0.23076923076923078,0.3333333333333333,0.27272727272727276,0.012857258319854736,0.03857177495956421,7,13,9,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.026485111032213484,0.18539577722549438,"[0.04274102672934532, 0.11113104969263077, 0.24180114269256592, 0.30631279945373535, 0.3427104949951172, 0.46328005194664, 0.60946124792099, 0.6818899512290955, 0.7116605043411255, 0.7564657926559448, 0.8312594890594482, 0.9482314586639404]",2,12,9,0.16666666666666666,0.2222222222222222,0.1904761904761905,0.0022707879543304443,0.004541575908660889,3,12,9,0.25,0.3333333333333333,0.28571428571428575,0.00430073340733846,0.01290220022201538,8,12,9,0.6666666666666666,0.8888888888888888,0.761904761904762,0.010898640379309654,0.08718912303447723,9,12,9,0.75,1.0,0.8571428571428571,0.024288000331984624,0.21859200298786163
992,20992,8,5,3,28,"[0.13145506381988525, 0.3793342411518097, 0.5780051946640015, 0.7172353267669678, 0.8723296523094177]","[0.13145506381988525, 0.5780051946640015, 0.8723296523094177]","[0.017085019499063492, 0.04284736514091492, 0.07217323035001755, 0.10558763146400452, 0.14235015213489532, 0.1803542971611023, 0.21425391733646393, 0.24572306871414185, 0.2753145098686218, 0.3046363890171051, 0.3350488543510437, 0.3657785654067993, 0.397046834230423, 0.42857325077056885, 0.4601133167743683, 0.49188941717147827, 0.5243576169013977, 0.5576969385147095, 0.5915369391441345, 0.6258218884468079, 0.6615009903907776, 0.6990827322006226, 0.7377305626869202, 0.7752368450164795, 0.8106268048286438, 0.8471108675003052, 0.8890590667724609, 0.9359043836593628]",0.025472626090049744,"[""ours_then_hard"", ""ours_then_hard"", ""hard_then_ours""]",16,13,11,2.03302097361302e-05,True,"[17.0064, 20.3402, 12.6326]",17.0064,"[0.06677693873643875, 0.10021062940359116, 0.13336077332496643, 0.1688406765460968, 0.19442592561244965, 0.22362883388996124, 0.2802932560443878, 0.3914848268032074, 0.480433851480484, 0.5692848563194275, 0.6141154766082764, 0.6526426076889038, 0.7036102414131165, 0.766191840171814, 0.8033578991889954, 0.8350152969360352]",8,5,3,2.3863945898483507e-05,True,"[210.1264, 192.7311, 170.9222]",192.7311,"[0.04284736514091492, 0.21425391733646393, 0.2753145098686218, 0.3046363890171051, 0.397046834230423, 0.6258218884468079, 0.7377305626869202, 0.8106268048286438]",20,"[0.04475431889295578, 0.07319248467683792, 0.10169769078493118, 0.13208340108394623, 0.15606188774108887, 0.18340149521827698, 0.24868056178092957, 0.37072861194610596, 0.47674059867858887, 0.5791305899620056, 0.6248494386672974, 0.6703178286552429, 0.7365487813949585, 0.7987993359565735, 0.8397915959358215, 0.8712031841278076]",3,16,3,0.1875,1.0,0.3157894736842105,0.0009600669145584106,0.002880200743675232,3,16,3,0.1875,1.0,0.3157894736842105,0.0009600669145584106,0.002880200743675232,3,16,3,0.1875,1.0,0.3157894736842105,0.0009600669145584106,0.002880200743675232,3,16,3,0.1875,1.0,0.3157894736842105,0.021140274902184803,0.06342082470655441,"[0.02764700911939144, 0.1726156622171402, 0.24257229268550873, 0.27077168226242065, 0.3796922266483307, 0.6364954710006714, 0.7714501619338989, 0.8480455875396729]",0,8,3,0.0,0.0,0.0,,0.0,0,8,3,0.0,0.0,0.0,,0.0,0,8,3,0.0,0.0,0.0,,0.0,2,8,3,0.25,0.6666666666666666,0.36363636363636365,0.03272233158349991,0.06544466316699982
364,20364,9,17,8,28,"[0.050626881420612335, 0.08572401106357574, 0.12819355726242065, 0.17855224013328552, 0.2402055561542511, 0.3141409754753113, 0.37081074714660645, 0.41238027811050415, 0.46096816658973694, 0.518509030342102, 0.5928226709365845, 0.6678220629692078, 0.7004210948944092, 0.7363292574882507, 0.8016682267189026, 0.8679062724113464, 0.9270713329315186]","[0.050626881420612335, 0.12819355726242065, 0.2402055561542511, 0.37081074714660645, 0.41238027811050415, 0.5928226709365845, 0.7004210948944092, 0.7363292574882507]","[0.02057477831840515, 0.05119903385639191, 0.08583244681358337, 0.1234983578324318, 0.16472670435905457, 0.2043352723121643, 0.24045519530773163, 0.27128174901008606, 0.305856853723526, 0.3397330343723297, 0.372679203748703, 0.405424565076828, 0.43812325596809387, 0.47123944759368896, 0.5039753317832947, 0.5364347100257874, 0.5687190294265747, 0.6016144752502441, 0.6345582604408264, 0.6668123006820679, 0.6997065544128418, 0.7336851358413696, 0.7674397826194763, 0.8004273772239685, 0.8321077823638916, 0.8665040135383606, 0.9047086834907532, 0.9456560611724854]",0.006864867173135281,"[""ours_then_hard"", ""hard_then_ours"", ""hard_then_ours""]",12,4,-5,2.9199611162766814e-05,False,"[15.9154, 17.7384, 18.3867]",17.7384,"[0.1808001846075058, 0.21613091230392456, 0.3507063686847687, 0.409042090177536, 0.5085979104042053, 0.5970796346664429, 0.6360131502151489, 0.6649813055992126, 0.6774991154670715, 0.751258373260498, 0.8083395957946777, 0.832592248916626]",10,2,-7,1.8796721633407287e-05,True,"[192.191, 287.1955, 163.3804]",192.191,"[0.05119903385639191, 0.1234983578324318, 0.27128174901008606, 0.3397330343723297, 0.372679203748703, 0.6016144752502441, 0.6997065544128418, 0.7336851358413696, 0.8321077823638916, 0.8665040135383606]",18,"[0.16750189661979675, 0.20202776789665222, 0.3625935912132263, 0.42090171575546265, 0.5163047313690186, 0.5969231724739075, 0.6326354742050171, 0.6629303097724915, 0.6744279265403748, 0.750728189945221, 0.8036879897117615, 0.8265166878700256]",1,12,8,0.08333333333333333,0.125,0.1,0.004100501537322998,0.004100501537322998,3,12,8,0.25,0.375,0.3,0.006946365038553874,0.02083909511566162,4,12,8,0.3333333333333333,0.5,0.4,0.008809506893157959,0.035238027572631836,7,12,8,0.5833333333333334,0.875,0.7000000000000001,0.021459277187074934,0.15021494030952454,"[0.048276521265506744, 0.11593059450387955, 0.2686631679534912, 0.34869667887687683, 0.38514959812164307, 0.5999727845191956, 0.6962173581123352, 0.7354319095611572, 0.8261104822158813, 0.8665785789489746]",3,10,8,0.3,0.375,0.33333333333333326,0.0024838149547576904,0.007451444864273071,4,10,8,0.4,0.5,0.4444444444444445,0.003650389611721039,0.014601558446884155,6,10,8,0.6,0.75,0.6666666666666665,0.0068672286967436475,0.041203372180461884,8,10,8,0.8,1.0,0.888888888888889,0.013083360157907009,0.10466688126325607
