sample_index,source_internal_knot_count,canonical_internal_knot_count,mse_tolerance,method,mse,final_internal_knot_count,canonical_count_error,source_count_error,threshold_satisfied,elapsed_ms,timing_scope,parameterization,internal_knots
248,4,4,2.5e-05,ours,4.67055095622961e-06,9,5,5,True,22.2012,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.17971903085708618, 0.21383805572986603, 0.3575252294540405, 0.38835856318473816, 0.41902080178260803, 0.44694411754608154, 0.4747709035873413, 0.7952649593353271, 0.8383511304855347]"
248,4,4,2.5e-05,kang_sparse_2015_adaptation,0.0006065114521296662,1,-3,-3,False,529.1336999944178,complete sparse ADMM selection + relocation + one common endpoint-constrained final refit; no feasibility add-back/fallback,chord_length,[0.5404411764705882]
248,4,4,2.5e-05,yeh_feature_cdf_2020,1.2614655504876023e-05,6,2,2,True,21.21679999982007,complete derivative-feature construction + ascending cardinality scan + endpoint-constrained standard B-spline refits,chord_length,"[0.2234173372562125, 0.3283845185578497, 0.4393200568145056, 0.526187885458789, 0.6059865621402787, 0.7032364548501512]"
248,4,4,2.5e-05,uniform_gradient_pruning,8.89823376308976e-06,5,1,1,True,1856.3024000031874,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.3076923076923077, 0.38461538461538464, 0.5384615384615384, 0.6153846153846154, 0.7692307692307693]"
