dataset,sample_id,group_id,source_k,canonical_k,method,has_reference,status,mse,fit_pass,reference_mse,reference_pass,final_k,total_ms,network_ms,knots,diagnostics,error
Synthetic,seed20000_sample2679,independent_2679,4,4,ours,False,ok,1.1566038729845332e-05,True,,,10,8.219321,6.990577999999999,"[0.1513350009918213, 0.25333893299102783, 0.3081058859825134, 0.3565033972263336, 0.476742684841156, 0.5543532371520996, 0.5743319392204285, 0.694086492061615, 0.7546499967575073, 0.803001344203949]","{'network_latency': {'p50_ms': 6.990577999999999, 'median_ms': 6.990577999999999, 'mean_ms': 6.9948749999999995, 'p95_ms': 7.0843797, 'minimum_ms': 6.883133, 'maximum_ms': 7.148011, 'repeat_ms': [7.131592, 7.094897, 6.935834, 7.07334, 7.148011, 6.980234, 7.004272, 6.965907, 7.008235, 6.99032, 6.992841, 7.044067, 7.014763, 7.015924, 7.057434, 7.060602, 7.006104, 7.033884, 7.058137, 6.979143, 6.98157, 7.001407, 7.040876, 7.041017, 7.084264, 7.086578, 6.990836, 7.040552, 7.017922, 6.987124, 7.015341, 7.019084, 6.993748, 7.021271, 7.031124, 6.883499, 6.971694, 6.931956, 6.899472, 6.93537, 6.946284, 6.966588, 6.98644, 6.883133, 6.944971, 6.903137, 6.974803, 6.917209, 6.940792, 6.90136, 7.035688, 6.899913, 6.970328, 6.961574, 6.926042, 6.947264, 6.99544, 6.927407, 6.973294, 6.960268, 7.037312, 6.944112, 6.971901, 6.981328, 7.017854, 7.02401, 7.070814, 6.974422, 7.020743, 7.051444, 7.054688, 6.980495, 7.027989, 6.974935, 6.966909, 7.026909, 6.977168, 6.947048, 6.987335, 6.976461, 6.96683, 7.001598, 7.01936, 7.017289, 7.028759, 6.973686, 7.000486, 6.992949, 6.967345, 7.036802, 6.951618, 6.980132, 6.942529, 6.918622, 6.959102, 7.058204, 6.971989, 7.047748, 7.100947, 7.005447]}, 'end_to_end_latency': {'p50_ms': 8.219321, 'median_ms': 8.219321, 'mean_ms': 8.222797666666667, 'p95_ms': 8.2333547, 'minimum_ms': 8.214158, 'maximum_ms': 8.234914, 'repeat_ms': [8.234914, 8.214158, 8.219321]}, 'postprocessing': 'none', 'tolerance_conditioned_network': True, 'network_mse_tolerance': 5e-05}",
Synthetic,seed20000_sample2679,independent_2679,4,4,park_dominant_point_2007_adaptation,False,ok,1.6183824221352574e-05,True,,,26,33.87920800014399,,"[0.2019803908036123, 0.22908122004746742, 0.252480377602249, 0.2684928953526368, 0.2833132735163913, 0.2971408075998238, 0.3095580454094259, 0.3266011654428103, 0.3507014483057705, 0.38161632898683545, 0.4083805518812467, 0.42475268751768747, 0.444205778823914, 0.4653752703729581, 0.4899924331277883, 0.5105703436899317, 0.5309769076670546, 0.5464121592517367, 0.5542761708735515, 0.5641715436584462, 0.5760141454687631, 0.5969297792341463, 0.6232793881363449, 0.6492753483592112, 0.6904481506978438, 0.7352658917330163]","{'network_used': False, 'parameterization': 'chord_length', 'reported_refit': 'unregularized standard B-spline least squares with exact endpoint interpolation', 'timing_scope': 'complete numerical method: chord parameterization, knot selection/relocation, and final endpoint-constrained refit', 'mse_tolerance': 5e-05, 'smoothness_weight': 0.0, 'control_ridge': 0.0, 'interpolate_endpoints': True, 'method': 'park_lee_dom_2007_adaptation', 'reference_doi': '10.1016/j.cad.2006.12.006', 'knot_placement': 'Park-Lee Eq. (4): each interior knot averages degree consecutive dominant-point parameters', 'lcm_lower_bound': 5.302931628986925, 'lcm_seed_count': 52, 'shape_weight_r': 0.8, 'shape_index': 'r*K_s,e/K_0,m + (1-r)*L_s,e/L_0,m', 'curvature_integral': 'trapezoidal in chord parameter', 'curvature_source': 'generalized local Menger curvature; no optional smoothed base curve', 'refinement_region': 'segment containing largest sampled parameter-correspondence residual', 'refinement_point': 'argmin_w |lambda_s,w - lambda_w,e|', 'stopping_metric': 'mean squared Euclidean parameter-correspondence error', 'distance_metric_deviation': ""comparison adaptation stops on common MSE; it does not reproduce the paper's maximum-distance or iterative orthogonal-distance criterion"", 'seed_completion_deviation': 'shape-index splits complete degree+1 dominant points when too few LCM seeds exist', 'effective_max_internal_knots': 64, 'requested_max_internal_knots': 64, 'selected_sources': ('endpoint', 'endpoint', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed'), 'boundary_knot_clamp_count': 0, 'threshold_satisfied': True, 'scanned_counts': (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26), 'scanned_mse': (0.003493785225340861, 0.0033985559652301056, 0.0021705286787467503, 0.001978877484010624, 0.0019303062092953782, 0.0017017910223899415, 0.0010833990611639947, 0.0005495663328608076, 0.0004530409913689191, 0.0004422490796149883, 0.00044481139235361215, 0.0003918893881690478, 0.0003902462923314032, 0.00038222839428970226, 0.00037741346513421326, 0.0003669934964404729, 0.0003665811027147828, 0.0003659320308495152, 0.0003623342071346791, 0.0003610771114833781, 0.0003609364101541941, 0.0002670255009344719, 6.99650323215486e-05, 6.993962321810079e-05, 6.978723163730297e-05, 6.951962260412678e-05, 1.6183824221352574e-05), 'scanned_max_parameter_residual': (0.10529389180171043, 0.09718937524472354, 0.08893604910601992, 0.09222594346921364, 0.09686162120340447, 0.09351627887315066, 0.0676669818849984, 0.08087508131805872, 0.080340709555811, 0.080466182630281, 0.07913778115134246, 0.06937881722023266, 0.06934516080266201, 0.06753678949462595, 0.06674398662361519, 0.06674542632517642, 0.0667117677629435, 0.06672905555100579, 0.06608262274204738, 0.06608266447955911, 0.06608365416524532, 0.049790238887169436, 0.026319430247084954, 0.026320104386341844, 0.026319788511543006, 0.026319788682375486, 0.01176045761084636), 'exact_refit_count': 27, 'method_fidelity': 'core DOM equations with a common-MSE stopping wrapper', 'repeated_complete_timing': {'repeats': 3, 'samples_ms': [34.683498000958934, 33.87920800014399, 33.80943400043179], 'p50_ms': 33.87920800014399, 'mean_ms': 34.12404666717824}}",
Synthetic,seed20000_sample2679,independent_2679,4,4,liang_feature_iki_2017_adaptation,False,ok,3.9534951490325885e-05,True,,,14,14.823968998825876,,"[0.06617964391211308, 0.13235928782422615, 0.19853893173633924, 0.2647185756484523, 0.42779515235915366, 0.5093334407145043, 0.590871729069855, 0.6302793725658422, 0.6696870160618296, 0.7485023030538042, 0.7879099465497914, 0.8273175900457788, 0.9061328770377534, 0.9829607126843083]","{'network_used': False, 'parameterization': 'chord_length', 'reported_refit': 'unregularized standard B-spline least squares with exact endpoint interpolation', 'timing_scope': 'complete numerical method: chord parameterization, knot selection/relocation, and final endpoint-constrained refit', 'mse_tolerance': 5e-05, 'smoothness_weight': 0.0, 'control_ridge': 0.0, 'interpolate_endpoints': True, 'reference_doi': '10.1088/1361-6501/aa6a05', 'variant': 'feature_integral_plus_iki_disclosed_adaptation', 'dense_internal_knot_count': 64, 'initial_internal_knot_count': 4, 'inserted_internal_knot_count': 10, 'curvature_weight': 0.5, 'feature_sample_count': 1025, 'scanned_counts': (4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14), 'scanned_mse': (0.0024881731227791065, 0.0021717730434608266, 0.0013864169765711164, 0.0010236742951805324, 0.0006730099922767008, 0.0004270576976997133, 0.0001873813660689894, 0.00015027903434697396, 9.25794161146196e-05, 5.352210869107927e-05, 3.9534951490325885e-05), 'scanned_max_parameter_residual': (0.09309805857838532, 0.0870884047966729, 0.07966453856763801, 0.06113878646878438, 0.05790438776578695, 0.04590588844540152, 0.029703852570100046, 0.022789632189503944, 0.023999045191647913, 0.01791452039795256, 0.013469905133352491), 'exact_refit_count': 12, 'paper_native_objective': 'error-bounded feature-integral initialization plus iterative knot insertion', 'comparison_wrapper': 'explicit 0.5 arc/curvature feature blend by default, worst-residual span midpoint insertion, and common-MSE stopping', 'method_fidelity': ""Liang-inspired adaptation; the access-controlled article's exact feature equation and constants are not claimed"", 'threshold_satisfied': True, 'repeated_complete_timing': {'repeats': 3, 'samples_ms': [15.556989001197508, 14.823968998825876, 14.618854998843744], 'p50_ms': 14.823968998825876, 'mean_ms': 14.999937666289043}}",
Synthetic,seed20000_sample2679,independent_2679,4,4,dung_direct_knot_2017_adaptation,False,ok,0.0021940331625299177,False,,,5,111.02393499822938,,"[0.20869826009284545, 0.3835762587675111, 0.49387309323040895, 0.5990232688657476, 0.7857100271152249]","{'network_used': False, 'parameterization': 'chord_length', 'reported_refit': 'unregularized endpoint-constrained standard B-spline least squares', 'timing_scope': 'complete numerical method: chord parameterization, knot selection/relocation, and final endpoint-constrained refit', 'mse_tolerance': 5e-05, 'smoothness_weight': 0.0, 'control_ridge': 0.0, 'interpolate_endpoints': True, 'paper': 'Dung and Tjahjowidodo, PLOS ONE 2017, doi:10.1371/journal.pone.0173857', 'variant': 'serial_bisection_simple_knot_adaptation', 'native_control_norm': 'maximum Euclidean point residual', 'native_max_error_tolerance': 0.007071067811865475, 'native_final_max_error': 0.08904775146541143, 'native_final_mse': 0.0020814610553471454, 'common_final_max_error': 0.07265345892003038, 'common_final_mse': 0.0021940331625299177, 'segments': ((0, 36), (37, 74), (75, 105), (106, 138), (139, 170), (171, 191)), 'segment_max_errors': (0.006383027644484213, 0.006822850074268766, 0.006835832917025944, 0.006626130759109272, 0.00690224990139761, 0.009283576287322766), 'coarse_break_indices': (36, 74, 105, 138, 170), 'proposed_internal_knot_count': 5, 'retained_internal_knot_count': 5, 'scan_evaluations': 55, 'optimization_evaluations': 27, 'single_piece_evaluations': 53, 'exact_refit_count': 137, 'gauss_newton_fallback_count': 0, 'capacity_exceeded': False, 'capacity_handling': 'none', 'adaptation_limits': ('serial bisection only; parallel split/join/shift is not implemented', 'simple interior knots only; multiplicity and continuity classification are omitted', 'default native max-error epsilon is sqrt(mse_tolerance), which is a unit conversion rather than an equivalent constraint', 'capacity overflow is handled by deterministic uniform coarse-break subsampling before relocation', 'guarded float64 least squares and finite-difference Gauss-Newton replace MATLAB numerical edge behavior'), 'method_fidelity': 'serial simple-knot adaptation; parallel operations and knot multiplicity classification are not reproduced', 'threshold_satisfied_native_max_error': False, 'threshold_satisfied': False, 'repeated_complete_timing': {'repeats': 3, 'samples_ms': [111.64111200196203, 111.02393499822938, 110.32155499924556], 'p50_ms': 111.02393499822938, 'mean_ms': 110.99553399981232}}",
Synthetic,seed20000_sample2679,independent_2679,4,4,kang_sparse_2015_adaptation,False,ok,3.3346172458636316e-05,True,,,6,1404.2363980006485,,"[0.184375, 0.3007211538461539, 0.42379807692307697, 0.5449519230769231, 0.6665865384615386, 0.7848557692307692]","{'network_used': False, 'parameterization': 'chord_length', 'reported_refit': 'unregularized standard B-spline least squares with exact endpoint interpolation', 'timing_scope': 'complete numerical method: chord parameterization, knot selection/relocation, and final endpoint-constrained refit', 'mse_tolerance': 5e-05, 'smoothness_weight': 0.0, 'control_ridge': 0.0, 'interpolate_endpoints': True, 'initial_internal_knot_count': 64, 'dense_initial_fit_mse': 5.585567526651682e-07, 'dense_initial_threshold_satisfied': True, 'active_internal_knot_count': 12, 'cluster_sizes': (2, 2, 2, 2, 2, 2), 'sparse_stage_mse': 4.995119411291699e-05, 'sparse_stage_threshold_satisfied': True, 'sparse_iterations': 10297, 'sparse_solver_seconds': 1.3477615119991242, 'relocation_seconds': 0.05212674999711453, 'non_paper_feasibility_repair_enabled': False, 'paper_feasibility_repair_used': False, 'paper_feasibility_repair_added_count': 0, 'local_refit_count': 60, 'method_note': ""Vector-valued group-L1 ADMM adaptation of Kang et al. (2015) equation (12), followed by Algorithms-4-and-5-inspired active-cluster midpoint-bisection merging; not the paper's scalar CVX implementation."", 'absolute_jump_threshold': 1e-07, 'relative_jump_threshold': 0.001, 'effective_jump_threshold': 1.1766067980642885, 'native_final_fit_mse_without_endpoint_constraint': 3.133993301038666e-05, 'native_endpoint_constrained_mse': 3.3346172458636316e-05, 'endpoint_constraint_fallback': 'disabled', 'threshold_satisfied': True, 'repeated_complete_timing': {'repeats': 3, 'samples_ms': [1421.9412459970044, 1404.2363980006485, 1403.5603779993835], 'p50_ms': 1404.2363980006485, 'mean_ms': 1409.9126739990122}}",
Synthetic,seed20000_sample2679,independent_2679,4,4,luo_linf_de_2022_adaptation,False,ok,4.483896376537026e-05,True,,,6,3257.0875370001886,,"[0.21738797971386256, 0.2655245260610898, 0.4292073863006787, 0.5648005011905524, 0.653157748059122, 0.770735687212338]","{'network_used': False, 'parameterization': 'chord_length', 'reported_refit': 'unregularized standard B-spline least squares with exact endpoint interpolation', 'timing_scope': 'complete numerical method: chord parameterization, knot selection/relocation, and final endpoint-constrained refit', 'mse_tolerance': 5e-05, 'smoothness_weight': 0.0, 'control_ridge': 0.0, 'interpolate_endpoints': True, 'reference_doi': '10.4208/jcm.2012-m2020-0203', 'variant': 'linf1_jump_sparsity_plus_differential_evolution', 'initial_internal_knot_count': 64, 'selected_regularization': 2.7017693801686444e-05, 'sparse_stage_mse': 9.046106873746401e-07, 'jump_local_maximum_eta': 0.5, 'candidate_internal_knot_count': 6, 'de_population': 10, 'de_iterations': 50, 'de_evaluations': 510, 'de_initial_max_error': 0.06194671405951619, 'de_final_max_error': 0.010904516072892449, 'paper_native_objective': 'nonsquared Frobenius data term plus l-infinity,1 derivative-jump penalty; DE minimizes maximum Euclidean error', 'comparison_wrapper': 'regularization is selected against the common MSE budget and the final fit uses the common endpoint-constrained refit', 'method_fidelity': 'defining mixed-norm, local-maximum selection, and DE stages are reproduced; hyperparameter selection is adapted', 'threshold_satisfied': True, 'repeated_complete_timing': {'repeats': 3, 'samples_ms': [3240.608069998416, 3257.0875370001886, 3259.420456997759], 'p50_ms': 3257.0875370001886, 'mean_ms': 3252.372021332121}}",
Synthetic,seed20000_sample2057,independent_2057,4,4,ours,False,ok,4.819810659548349e-06,True,,,10,8.18403,7.0241335,"[0.1885363757610321, 0.25609809160232544, 0.32706111669540405, 0.3646257817745209, 0.4808999001979828, 0.5522445440292358, 0.5609928965568542, 0.6887168884277344, 0.749586284160614, 0.7939392328262329]","{'network_latency': {'p50_ms': 7.0241335, 'median_ms': 7.0241335, 'mean_ms': 7.0248713799999996, 'p95_ms': 7.0929554, 'minimum_ms': 6.924498, 'maximum_ms': 7.133597, 'repeat_ms': [7.021494, 7.017697, 7.006804, 7.070617, 6.992343, 7.050157, 7.057477, 7.051025, 7.023738, 7.023403, 7.111356, 7.03802, 7.020164, 7.015658, 7.012608, 7.058154, 6.995529, 7.004999, 6.993071, 6.984164, 7.096406, 6.998048, 7.049253, 7.036621, 7.037814, 7.046199, 7.107699, 7.002215, 7.034516, 7.058063, 7.058706, 7.042802, 7.068984, 7.022429, 7.007465, 7.058719, 7.036635, 7.040802, 7.018505, 7.007465, 7.056664, 6.978365, 6.98171, 6.924498, 6.941497, 6.998552, 6.939979, 6.931295, 7.001068, 7.055893, 7.006341, 7.082068, 7.024529, 7.030825, 7.055654, 7.084058, 7.028183, 6.979872, 7.035578, 6.985883, 7.058559, 7.004638, 7.028156, 7.049799, 6.989834, 7.028456, 7.039605, 7.000245, 7.014388, 6.974342, 6.942792, 6.985488, 7.07318, 7.008556, 7.006484, 6.994776, 7.092926, 7.00357, 7.016927, 7.047885, 7.029127, 7.056573, 7.035234, 7.071404, 7.027713, 7.035858, 7.039255, 6.991822, 6.969519, 7.093514, 6.989911, 7.004994, 7.022741, 6.983498, 7.003559, 7.012111, 7.133597, 7.064478, 7.032054, 7.029234]}, 'end_to_end_latency': {'p50_ms': 8.18403, 'median_ms': 8.18403, 'mean_ms': 8.206823666666667, 'p95_ms': 8.2545927, 'minimum_ms': 8.174008, 'maximum_ms': 8.262433, 'repeat_ms': [8.18403, 8.262433, 8.174008]}, 'postprocessing': 'none', 'tolerance_conditioned_network': True, 'network_mse_tolerance': 5e-05}",
Synthetic,seed20000_sample2057,independent_2057,4,4,park_dominant_point_2007_adaptation,False,ok,4.871682904158449e-05,True,,,22,27.843253999890294,,"[0.2846902981555551, 0.31189208897618065, 0.3551258617141466, 0.3930524926079286, 0.42793261054398, 0.4434325941966701, 0.46303561057569625, 0.4886839665019768, 0.5142568028752672, 0.5336141761767207, 0.5468475053077556, 0.5583235917420064, 0.5829188316082059, 0.6140885676000806, 0.6423744318082552, 0.657827298004212, 0.6666949995941076, 0.6764559582253341, 0.6927538571813461, 0.7176528308802309, 0.7556534467902544, 0.7900495110063344]","{'network_used': False, 'parameterization': 'chord_length', 'reported_refit': 'unregularized standard B-spline least squares with exact endpoint interpolation', 'timing_scope': 'complete numerical method: chord parameterization, knot selection/relocation, and final endpoint-constrained refit', 'mse_tolerance': 5e-05, 'smoothness_weight': 0.0, 'control_ridge': 0.0, 'interpolate_endpoints': True, 'method': 'park_lee_dom_2007_adaptation', 'reference_doi': '10.1016/j.cad.2006.12.006', 'knot_placement': 'Park-Lee Eq. (4): each interior knot averages degree consecutive dominant-point parameters', 'lcm_lower_bound': 5.676062194628532, 'lcm_seed_count': 49, 'shape_weight_r': 0.8, 'shape_index': 'r*K_s,e/K_0,m + (1-r)*L_s,e/L_0,m', 'curvature_integral': 'trapezoidal in chord parameter', 'curvature_source': 'generalized local Menger curvature; no optional smoothed base curve', 'refinement_region': 'segment containing largest sampled parameter-correspondence residual', 'refinement_point': 'argmin_w |lambda_s,w - lambda_w,e|', 'stopping_metric': 'mean squared Euclidean parameter-correspondence error', 'distance_metric_deviation': ""comparison adaptation stops on common MSE; it does not reproduce the paper's maximum-distance or iterative orthogonal-distance criterion"", 'seed_completion_deviation': 'shape-index splits complete degree+1 dominant points when too few LCM seeds exist', 'effective_max_internal_knots': 64, 'requested_max_internal_knots': 64, 'selected_sources': ('endpoint', 'endpoint', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed', 'lcm_seed'), 'boundary_knot_clamp_count': 0, 'threshold_satisfied': True, 'scanned_counts': (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22), 'scanned_mse': (0.0033508940542019364, 0.002978489233433948, 0.0022964997296730416, 0.0019076233242459543, 0.001747057336351189, 0.0016562443442346639, 0.0015856659867422133, 0.001421912749179987, 0.0008513203101258828, 0.00040714156370904, 0.00030088975750952157, 0.0003083768383859531, 0.00030744740301495715, 0.00027414241767277224, 0.0002684440358490007, 0.00024220883776969077, 0.0002303349962577283, 0.00023013832127443355, 0.00012862455221155158, 0.00012334955542743733, 5.25434397529725e-05, 5.254597293461965e-05, 4.871682904158449e-05), 'scanned_max_parameter_residual': (0.10257240952588817, 0.0892831271722818, 0.09409229160768379, 0.09709665073745614, 0.10036741938858845, 0.09556502448773616, 0.09645417119551196, 0.08897606762762804, 0.06197634857245229, 0.05665503240248454, 0.05648737644335789, 0.05704207714884361, 0.05694950607437137, 0.05696365914380618, 0.05596889593960984, 0.05597155291326113, 0.053029296067652554, 0.05302976599148598, 0.031051386292464837, 0.031051466755904245, 0.01886887399977335, 0.0188689405930673, 0.018603863876433015), 'exact_refit_count': 23, 'method_fidelity': 'core DOM equations with a common-MSE stopping wrapper', 'repeated_complete_timing': {'repeats': 3, 'samples_ms': [27.98365199851105, 27.843253999890294, 27.779905998613685], 'p50_ms': 27.843253999890294, 'mean_ms': 27.868937332338344}}",
Synthetic,seed20000_sample2057,independent_2057,4,4,liang_feature_iki_2017_adaptation,False,ok,4.582739119240282e-05,True,,,19,20.153494999249233,,"[0.0036606224197654573, 0.013585764527498765, 0.029074021344897297, 0.044562278162295826, 0.23698529224938492, 0.33319679929292945, 0.3572496760538156, 0.3813025528147017, 0.40535542957558784, 0.41738186795603094, 0.42339508714625246, 0.4264016967413632, 0.4279050015389186, 0.429408306336474, 0.5720562297523555, 0.714704153168237, 0.7860281148761777, 0.8573520765841185, 0.9286760382920592]","{'network_used': False, 'parameterization': 'chord_length', 'reported_refit': 'unregularized standard B-spline least squares with exact endpoint interpolation', 'timing_scope': 'complete numerical method: chord parameterization, knot selection/relocation, and final endpoint-constrained refit', 'mse_tolerance': 5e-05, 'smoothness_weight': 0.0, 'control_ridge': 0.0, 'interpolate_endpoints': True, 'reference_doi': '10.1088/1361-6501/aa6a05', 'variant': 'feature_integral_plus_iki_disclosed_adaptation', 'dense_internal_knot_count': 64, 'initial_internal_knot_count': 4, 'inserted_internal_knot_count': 15, 'curvature_weight': 0.5, 'feature_sample_count': 1025, 'scanned_counts': (4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19), 'scanned_mse': (0.0029350601420402057, 0.0028642657135935575, 0.0023483218709020675, 0.002106053399677833, 0.0019789729049775775, 0.0010589185355148717, 0.0007558722351806568, 0.0006522612024828746, 0.00042639594833172027, 0.0003381693730442245, 0.0002873204418365185, 0.0002714958893928379, 0.00026378226920937853, 0.00023028865475038774, 0.0001632947189158227, 4.582739119240282e-05), 'scanned_max_parameter_residual': (0.1004862443554813, 0.09904675372844644, 0.08549458905934224, 0.08511095115391158, 0.08135261137721746, 0.07409212472648792, 0.06337698027866552, 0.06422300909697615, 0.05390493774174658, 0.04856408509624491, 0.04284469707429048, 0.04859218497457906, 0.040965064905682774, 0.0403325032760277, 0.03255310780921802, 0.01494720540251608), 'exact_refit_count': 17, 'paper_native_objective': 'error-bounded feature-integral initialization plus iterative knot insertion', 'comparison_wrapper': 'explicit 0.5 arc/curvature feature blend by default, worst-residual span midpoint insertion, and common-MSE stopping', 'method_fidelity': ""Liang-inspired adaptation; the access-controlled article's exact feature equation and constants are not claimed"", 'threshold_satisfied': True, 'repeated_complete_timing': {'repeats': 3, 'samples_ms': [20.82245299970964, 20.0908229999186, 20.153494999249233], 'p50_ms': 20.153494999249233, 'mean_ms': 20.355590332959157}}",
Synthetic,seed20000_sample2057,independent_2057,4,4,dung_direct_knot_2017_adaptation,False,ok,0.0015518769018079404,False,,,5,90.39273399685044,,"[0.2102937532428634, 0.36813951238700093, 0.533567879302321, 0.6958698515429659, 0.8313237565809585]","{'network_used': False, 'parameterization': 'chord_length', 'reported_refit': 'unregularized endpoint-constrained standard B-spline least squares', 'timing_scope': 'complete numerical method: chord parameterization, knot selection/relocation, and final endpoint-constrained refit', 'mse_tolerance': 5e-05, 'smoothness_weight': 0.0, 'control_ridge': 0.0, 'interpolate_endpoints': True, 'paper': 'Dung and Tjahjowidodo, PLOS ONE 2017, doi:10.1371/journal.pone.0173857', 'variant': 'serial_bisection_simple_knot_adaptation', 'native_control_norm': 'maximum Euclidean point residual', 'native_max_error_tolerance': 0.007071067811865475, 'native_final_max_error': 0.08945541577271557, 'native_final_mse': 0.001487212782852307, 'common_final_max_error': 0.08531262189968408, 'common_final_mse': 0.0015518769018079404, 'segments': ((0, 27), (28, 54), (55, 87), (88, 151), (152, 181), (182, 191)), 'segment_max_errors': (0.00644957160131562, 0.006722773592289812, 0.006942286538747417, 0.005920971456593187, 0.0061386583553004114, 0.002923990937806818), 'coarse_break_indices': (27, 54, 87, 151, 181), 'proposed_internal_knot_count': 5, 'retained_internal_knot_count': 5, 'scan_evaluations': 55, 'optimization_evaluations': 6, 'single_piece_evaluations': 49, 'exact_refit_count': 112, 'gauss_newton_fallback_count': 0, 'capacity_exceeded': False, 'capacity_handling': 'none', 'adaptation_limits': ('serial bisection only; parallel split/join/shift is not implemented', 'simple interior knots only; multiplicity and continuity classification are omitted', 'default native max-error epsilon is sqrt(mse_tolerance), which is a unit conversion rather than an equivalent constraint', 'capacity overflow is handled by deterministic uniform coarse-break subsampling before relocation', 'guarded float64 least squares and finite-difference Gauss-Newton replace MATLAB numerical edge behavior'), 'method_fidelity': 'serial simple-knot adaptation; parallel operations and knot multiplicity classification are not reproduced', 'threshold_satisfied_native_max_error': False, 'threshold_satisfied': False, 'repeated_complete_timing': {'repeats': 3, 'samples_ms': [90.39273399685044, 90.46447800210444, 90.25538399873767], 'p50_ms': 90.39273399685044, 'mean_ms': 90.37086533256418}}",
