dataset,method,n,evaluated_count,failed,unavailable,mse_mean,mse_p95,mse_max,max_squared_error_mean,max_squared_error_p95,max_squared_error_max,max_squared_error_valid_count,max_squared_error_missing_count,fit_pass_rate,reference_mse_mean,reference_mse_max,reference_max_squared_error_mean,reference_max_squared_error_p95,reference_max_squared_error_max,reference_max_squared_error_valid_count,reference_max_squared_error_missing_count,reference_pass_rate,final_k_mean,canonical_k_mean,canonical_count_mae,canonical_count_bias,canonical_count_exact_rate,canonical_count_within_one_rate,total_ms_mean,network_ms_mean
UJI,ours,1,1,0,0,7.555074274527679e-06,7.555074274527679e-06,7.555074274527679e-06,0.00015116778538034112,0.00015116778538034112,0.00015116778538034112,1,0,1.0,2.3240887518584024e-05,2.3240887518584024e-05,0.00027293754439426557,0.00027293754439426557,0.00027293754439426557,1,0,1.0,22.0,,,,,,27.0802,458.4643
UJI,park_dominant_point_2007_adaptation,1,1,0,0,2.1204238140205234e-05,2.1204238140205234e-05,2.1204238140205234e-05,0.00027783168454740073,0.00027783168454740073,0.00027783168454740073,1,0,1.0,4.568136136275176e-05,4.568136136275176e-05,0.00029953003146569225,0.00029953003146569225,0.00029953003146569225,1,0,0.0,6.0,,,,,,14.987800037488341,
UJI,liang_feature_iki_2017_adaptation,1,1,0,0,1.526108559170504e-05,1.526108559170504e-05,1.526108559170504e-05,0.00020143057557083486,0.00020143057557083486,0.00020143057557083486,1,0,1.0,3.808451501955189e-05,3.808451501955189e-05,0.00028939603305939336,0.00028939603305939336,0.00028939603305939336,1,0,0.0,5.0,,,,,,8.244699973147362,
UJI,dung_direct_knot_2017_adaptation,1,1,0,0,5.861876780331271e-05,5.861876780331271e-05,5.861876780331271e-05,0.0010545580394089623,0.0010545580394089623,0.0010545580394089623,1,0,0.0,0.00010642871061316463,0.00010642871061316463,0.001322235566217676,0.001322235566217676,0.001322235566217676,1,0,0.0,4.0,,,,,,141.75980002619326,
UJI,kang_sparse_2015_adaptation,1,1,0,0,1.4566276353608667e-06,1.4566276353608667e-06,1.4566276353608667e-06,5.328343675167507e-05,5.328343675167507e-05,5.328343675167507e-05,1,0,1.0,9.047299969403246e-06,9.047299969403246e-06,0.00011559124859988781,0.00011559124859988781,0.00011559124859988781,1,0,1.0,29.0,,,,,,150.49329999601468,
UJI,luo_linf_de_2022_adaptation,1,1,0,0,0.00010543632166907923,0.00010543632166907923,0.00010543632166907923,0.0006294421831613688,0.0006294421831613688,0.0006294421831613688,1,0,0.0,0.00014457782017977675,0.00014457782017977675,0.0007083099103436576,0.0007083099103436576,0.0007083099103436576,1,0,0.0,2.0,,,,,,588.4818999911658,
