sample_index,source_internal_knot_count,canonical_internal_knot_count,mse_tolerance,method,mse,final_internal_knot_count,canonical_count_error,source_count_error,threshold_satisfied,elapsed_ms,timing_scope,parameterization,internal_knots
248,4,4,2.5e-05,ours,4.67055095622961e-06,9,5,5,True,20.6928,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.17971903085708618, 0.21383805572986603, 0.3575252294540405, 0.38835856318473816, 0.41902080178260803, 0.44694411754608154, 0.4747709035873413, 0.7952649593353271, 0.8383511304855347]"
248,4,4,2.5e-05,kang_sparse_2015_adaptation,6.619050139380405e-06,5,1,1,True,1492.9841999983182,complete sparse ADMM selection + relocation + one common endpoint-constrained final refit; no feasibility add-back/fallback,chord_length,"[0.2575, 0.40875000000000006, 0.5125, 0.6512499999999999, 0.7775000000000001]"
248,4,4,2.5e-05,yeh_feature_cdf_2020,1.2605272792747942e-05,6,2,2,True,32.0337999946787,complete derivative-feature construction + ascending cardinality scan + endpoint-constrained standard B-spline refits,chord_length,"[0.223564349175435, 0.32835596481624185, 0.4393111658467104, 0.5261459296660188, 0.6060182448032208, 0.7031683102887314]"
248,4,4,2.5e-05,uniform_gradient_pruning,7.359206067762027e-06,5,1,1,True,13303.992500004824,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.25946582248120853, 0.42557098717520314, 0.5781720475680789, 0.6102130863690675, 0.782743464139521]"
