dataset,sample_id,method,status,safeguard_enabled,safeguard_used,native_k,native_mse,final_k,final_mse,extra_refit_count,final_source,repair_status,capacity,complete_ms
Synthetic,seed20000_sample2679,dung_direct_knot_2017_adaptation,ok,True,True,5,0.0021940331625299177,9,3.5270270842520916e-05,12,residual_guided_augmentation,repaired_feasible,32,117.16828698990867
Synthetic,seed20000_sample2679,kang_sparse_2015_adaptation,ok,True,False,6,3.0987761492818604e-05,6,3.0987761492818604e-05,0,native,native_feasible,32,913.6702109826729
Synthetic,seed20000_sample2679,luo_linf_de_2022_adaptation,ok,True,False,6,3.621451018255715e-05,6,3.621451018255715e-05,0,native,native_feasible,32,2921.5328859863803
Synthetic,seed20000_sample2057,dung_direct_knot_2017_adaptation,ok,True,True,5,0.0015518769018079404,9,3.8173667693712326e-05,12,residual_guided_augmentation,repaired_feasible,32,96.6785439522937
Synthetic,seed20000_sample2057,kang_sparse_2015_adaptation,ok,True,True,6,6.544790502326084e-05,7,3.931061828329051e-05,3,residual_guided_augmentation,repaired_feasible,32,1036.3524609711021
Synthetic,seed20000_sample2057,luo_linf_de_2022_adaptation,ok,True,False,7,3.8821682196835534e-05,7,3.8821682196835534e-05,0,native,native_feasible,32,2888.41885299189
Synthetic,seed20000_sample2344,dung_direct_knot_2017_adaptation,ok,True,True,6,0.0020223583625721916,11,4.0378867069001076e-05,15,residual_guided_augmentation,repaired_feasible,32,131.1190950218588
Synthetic,seed20000_sample2344,kang_sparse_2015_adaptation,ok,True,True,8,7.847532271713669e-05,9,4.047620892472147e-05,3,residual_guided_augmentation,repaired_feasible,32,972.0914350473322
Synthetic,seed20000_sample2344,luo_linf_de_2022_adaptation,ok,True,True,7,5.615712068126349e-05,9,4.405477290707609e-05,6,residual_guided_augmentation,repaired_feasible,32,2798.6718849861063
Synthetic,seed20000_sample3595,dung_direct_knot_2017_adaptation,ok,True,True,6,0.0026969546938576364,14,4.863545138461968e-05,24,residual_guided_augmentation,repaired_feasible,32,142.17459998326376
Synthetic,seed20000_sample3595,kang_sparse_2015_adaptation,ok,True,True,7,9.768955237207532e-05,9,4.2357895331599856e-05,6,residual_guided_augmentation,repaired_feasible,32,969.3340880330652
Synthetic,seed20000_sample3595,luo_linf_de_2022_adaptation,ok,True,True,7,6.786850528551907e-05,10,4.722294966391341e-05,9,residual_guided_augmentation,repaired_feasible,32,2775.1831880304962
Synthetic,seed20000_sample3602,dung_direct_knot_2017_adaptation,ok,True,True,7,0.002244377360149217,12,4.213491722396226e-05,15,residual_guided_augmentation,repaired_feasible,32,136.75000297371298
Synthetic,seed20000_sample3602,kang_sparse_2015_adaptation,ok,True,True,8,7.758816662764528e-05,10,4.0549533204184596e-05,6,residual_guided_augmentation,repaired_feasible,32,987.4730539740995
Synthetic,seed20000_sample3602,luo_linf_de_2022_adaptation,ok,True,False,8,4.204178585613175e-05,8,4.204178585613175e-05,0,native,native_feasible,32,2503.0768129508942
Synthetic,seed20000_sample617,dung_direct_knot_2017_adaptation,ok,True,True,6,0.0016148004532140839,13,3.420892705519101e-05,21,residual_guided_augmentation,repaired_feasible,32,167.85496700322255
Synthetic,seed20000_sample617,kang_sparse_2015_adaptation,ok,True,False,20,9.384046847070282e-06,20,9.384046847070282e-06,0,native,native_feasible,32,838.7399690109305
Synthetic,seed20000_sample617,luo_linf_de_2022_adaptation,ok,True,True,4,0.0020177296065980077,13,3.9257420407976695e-05,27,residual_guided_augmentation,repaired_feasible,32,2821.2237330153584
Synthetic,seed20000_sample3494,dung_direct_knot_2017_adaptation,ok,True,True,7,0.0022717491457686745,15,4.732076394174376e-05,24,residual_guided_augmentation,repaired_feasible,32,199.32330399751663
Synthetic,seed20000_sample3494,kang_sparse_2015_adaptation,ok,True,False,32,6.523752536827733e-06,32,6.523752536827733e-06,0,native,native_feasible,32,399.50192102696747
Synthetic,seed20000_sample3494,luo_linf_de_2022_adaptation,ok,True,True,4,0.002220145046199494,18,4.502657722911857e-05,42,residual_guided_augmentation,repaired_feasible,32,2594.6859670220874
Synthetic,seed20000_sample1758,dung_direct_knot_2017_adaptation,ok,True,True,8,0.001982398591386855,14,4.971666225565128e-05,18,residual_guided_augmentation,repaired_feasible,32,182.06475803162903
