sample_id,source_dataset,group_id,split,reference_point_count,model_point_count,retained_internal_knots,normalized_input_refit_mse,normalized_reference_mse,normalized_reference_rms,normalized_point_distance_p95,normalized_point_distance_max,normalized_symmetric_chamfer_mse,normalized_hausdorff,original_unit_reference_mse,original_unit_reference_rms,network_batch_time_ms,network_amortized_time_ms
uji2_02401_stroke_00,uji_pen_characters_v2,tst_UJI_W13,test,16,192,10,3.143567733042076e-05,9.780035742197246e-05,0.009889406323029329,0.018264644685246287,0.03289946383150846,2.1799301322735578e-05,0.03156855907662109,0.000534335728408688,0.02311570306974651,26.076350011862814,1.629771875741426
uji2_11047_stroke_02,uji_pen_characters_v2,tst_UPV_W57,test,11,192,8,1.273398606391962e-05,3.3260283833498795e-05,0.005767172949851495,0.011960734112275908,0.01299008552887051,1.5633321655477072e-05,0.0119664055817105,5.1070898194806235e-05,0.007146390571106945,26.076350011862814,1.629771875741426
uji2_03389_stroke_00,uji_pen_characters_v2,tst_UPV_W18,test,46,192,17,0.00021405707825734944,0.00034073711381794685,0.018459065897762725,0.03205595072577691,0.07201841415989284,0.00011438261044091714,0.06760645266270549,0.011963438260974367,0.10937750345008962,26.076350011862814,1.629771875741426
uji2_02732_stroke_01,uji_pen_characters_v2,tst_UJI_W15,test,17,192,13,8.420135562304473e-05,0.00022963306857132145,0.015153648688395856,0.029461710369607517,0.03589250620959576,0.00010101401194735317,0.03290953945574673,0.00013213470543376628,0.011494986099763944,26.076350011862814,1.629771875741426
uji2_06398_stroke_00,uji_pen_characters_v2,tst_UPV_W33,test,36,192,16,4.250222776425688e-05,9.341710191189005e-05,0.009665252294269925,0.018656996647783388,0.03670803874285918,4.181089721686827e-05,0.03386545253254033,0.0007832443242077213,0.027986502536181998,26.076350011862814,1.629771875741426
uji2_03310_stroke_00,uji_pen_characters_v2,tst_UPV_W18,test,76,192,27,1.1564852881429165e-05,2.342203940087574e-05,0.004839632155533697,0.013222828978439096,0.01483285946765945,4.439298097721896e-05,0.018420113396771996,0.0005440526874232484,0.023324937029352264,26.076350011862814,1.629771875741426
uji2_09240_stroke_00,uji_pen_characters_v2,tst_UPV_W48,test,23,192,12,2.5902158633797416e-05,8.350625718336923e-05,0.009138175812675592,0.021272293652612642,0.033488447946211655,1.8445477853249944e-05,0.02790727652685078,0.0014730345224694965,0.038380131871444845,26.076350011862814,1.629771875741426
uji2_02520_stroke_00,uji_pen_characters_v2,tst_UJI_W13,test,22,192,16,3.01223508535656e-05,8.347755583454981e-05,0.009136605268618635,0.021150978355829034,0.029042187082986233,3.486497095281635e-05,0.024376949467419366,0.0003609230825160294,0.018997975747853488,26.076350011862814,1.629771875741426
uji2_03477_stroke_00,uji_pen_characters_v2,tst_UPV_W18,test,12,192,4,2.1587960151880486e-05,4.1889751210701146e-05,0.0064722292303889505,0.012874841730210147,0.014326401241254541,2.4022218232955092e-05,0.013977315440449481,7.96669889805609e-05,0.008925636614861761,26.076350011862814,1.629771875741426
uji2_06270_stroke_01,uji_pen_characters_v2,tst_UPV_W33,test,12,192,9,9.25217827423054e-06,1.8800707987458142e-05,0.00433597831953276,0.008913206811237319,0.009321541042974623,1.380981999509073e-05,0.0098379825270739,2.6986441867598465e-05,0.0051948476269856525,26.076350011862814,1.629771875741426
