sample_id,source_dataset,group_id,split,reference_point_count,model_point_count,retained_internal_knots,normalized_input_refit_mse,normalized_reference_mse,normalized_reference_rms,normalized_point_distance_p95,normalized_point_distance_max,normalized_symmetric_chamfer_mse,normalized_hausdorff,original_unit_reference_mse,original_unit_reference_rms,network_batch_time_ms,network_amortized_time_ms
usgs_tnm_contours_large_scale_11714829fb52_w002_b4726e93,usgs_tnm_contours_large_scale,usgs_tnm_contours_large_scale:tile:lon-105.500:lat+39.500:size0.25deg,train,64,192,15,0.0005051904666153474,0.0005656090732064833,0.0237825371482204,0.04575834219236082,0.06825349602069185,0.00038072322238558566,0.0588786828732548,570.9638345971445,23.894849541211688,19.756900030188262,1.9756900030188262
natural_earth_110m_coastline_ea34520bb40b_w000_ea34520b,natural_earth_110m_coastline,natural_earth_110m_coastline:tile:lon-100.000:lat+75.000:size5deg,train,64,192,14,0.00010682892838386432,0.0001278578214448534,0.011307423289364089,0.021839953628983992,0.04746047698868514,0.00013495067801071599,0.03715911550573997,506708.91524349916,711.8348932466707,19.756900030188262,1.9756900030188262
natural_earth_110m_coastline_1bde5490cfe8_w000_1bde5490,natural_earth_110m_coastline,natural_earth_110m_coastline:tile:lon-010.000:lat+50.000:size5deg,train,64,192,22,4.2935571572207805e-05,5.871620959628885e-05,0.007662650298446931,0.015915307249850012,0.023275898298680958,0.0001585368680852417,0.024484709786038405,2861685.467196227,1691.651697955648,19.756900030188262,1.9756900030188262
natural_earth_110m_coastline_f3e9b92a5991_w000_f3e9b92a,natural_earth_110m_coastline,natural_earth_110m_coastline:tile:lon-165.000:lat-80.000:size5deg,train,64,192,18,0.00017544719527582862,0.00020363464797548087,0.014270061246381562,0.02960241564872074,0.061779193420657526,0.00020749609922811053,0.060578321893073356,1477048.2823802733,1215.3387521099924,19.756900030188262,1.9756900030188262
usgs_tnm_contours_large_scale_11714829fb52_w000_c55b3a49,usgs_tnm_contours_large_scale,usgs_tnm_contours_large_scale:tile:lon-105.500:lat+39.500:size0.25deg,train,64,192,15,0.00013888060564303203,0.00017475738809209654,0.013219583506756049,0.029264551119180485,0.034784226108946076,0.0001503382117427218,0.03036475650918793,258.17430767921115,16.067803449109377,19.756900030188262,1.9756900030188262
usgs_tnm_contours_large_scale_11714829fb52_w001_5ccb2659,usgs_tnm_contours_large_scale,usgs_tnm_contours_large_scale:tile:lon-105.500:lat+39.500:size0.25deg,train,64,192,15,0.0005267212984000916,0.0006166461027545856,0.02483235999164368,0.05726567591707482,0.07911725333377186,0.0004849144511234266,0.07703500212669138,356.4205413136943,18.879103297394565,19.756900030188262,1.9756900030188262
natural_earth_110m_coastline_a0a2f224e2b5_w000_a0a2f224,natural_earth_110m_coastline,natural_earth_110m_coastline:tile:lon+140.000:lat-10.000:size5deg,train,64,192,14,0.0012348231927714797,0.001474611118579448,0.038400665600734685,0.07099319728517213,0.11157371032256076,0.0010570761083120318,0.10240725975385964,2401859798.777198,49008.77267160644,19.756900030188262,1.9756900030188262
natural_earth_110m_coastline_d67fd6dfa6ab_w000_d67fd6df,natural_earth_110m_coastline,natural_earth_110m_coastline:tile:lon+110.000:lat+00.000:size5deg,val,64,192,18,0.0005150547791287107,0.000742521084232685,0.02724924006706765,0.05093321713043406,0.0654298600367384,0.0006239434584430159,0.05658582568511634,362319265.7708748,19034.68585952694,19.756900030188262,1.9756900030188262
usgs_tnm_contours_large_scale_11714829fb52_w003_759b7bd5,usgs_tnm_contours_large_scale,usgs_tnm_contours_large_scale:tile:lon-105.500:lat+39.500:size0.25deg,train,64,192,18,0.00015095701755806143,0.00019132587557645593,0.013832059701160053,0.027289115179109376,0.04706356569420709,0.00020559428048845407,0.04636750714951718,167.84568531207094,12.955527210888445,19.756900030188262,1.9756900030188262
usgs_tnm_contours_large_scale_71dc2d3b1e2f_w000_71dc2d3b,usgs_tnm_contours_large_scale,usgs_tnm_contours_large_scale:tile:lon-105.500:lat+39.500:size0.25deg,train,64,192,22,0.00021721023176471095,0.0002824771670286827,0.016807057060314955,0.03278535851738544,0.06103349741338732,0.0003352924394538026,0.052594040496791186,98.75465512776881,9.937537679313163,19.756900030188262,1.9756900030188262
