sample_id,source_dataset,group_id,split,reference_point_count,model_point_count,deployment_mode,retained_internal_knots,final_internal_knots,normalized_input_refit_mse,normalized_reference_mse,normalized_reference_rms,normalized_point_distance_p95,normalized_point_distance_max,normalized_symmetric_chamfer_mse,normalized_hausdorff,original_unit_reference_mse,original_unit_reference_rms,network_batch_time_ms,network_amortized_time_ms,learned_retained_internal_knots,learned_internal_knots,learned_normalized_reference_mse,learned_normalized_reference_rms,certified_target_mse,certified_status,certified_threshold_satisfied,reference_certificate_valid,reference_certificate_scope,continuous_curve_guaranteed,globally_minimal_knot_count_guaranteed,certified_failure_reason,certified_full_column_rank,certified_expected_solver_rank,certified_solver_rank,certified_rank_safe_max_knots,certified_effective_max_knots,certified_supplied_initial_count,certified_sanitized_initial_count,certified_added_knot_count,certified_position_refinement_used,certified_interpolation_fallback_attempted,certified_interpolation_fallback_used,certified_tolerance_polyline_fallback_attempted,certified_tolerance_polyline_fallback_used,certified_tolerance_polyline_vertex_count,certified_tolerance_polyline_measured_mse,certified_tolerance_polyline_insertion_count,certified_tolerance_polyline_compaction_removed_count,certified_tolerance_polyline_exceeded_adaptive_max_knots,certified_polyline_exact_fallback_attempted,certified_polyline_exact_fallback_used,certified_polyline_exceeded_adaptive_max_knots,certified_final_control_point_count,certified_maximum_internal_knot_multiplicity,certified_refit_count,certified_insertion_candidate_evaluations,certified_position_refit_count,certified_endpoint_max_distance,certified_postprocess_time_ms
uji2_05690_stroke_00,uji_pen_characters_v2,tst_UPV_W30,test,86,192,certified,72,"[0.016964595936132476, 0.016964595936132476, 0.016964595936132476, 0.04698813869753797, 0.04698813869753797, 0.04698813869753797, 0.12780860633951655, 0.12780860633951655, 0.12780860633951655, 0.17709140356102718, 0.17709140356102718, 0.17709140356102718, 0.23663265387131702, 0.23663265387131702, 0.23663265387131702, 0.3188304404557802, 0.3188304404557802, 0.3188304404557802, 0.37820274326586545, 0.37820274326586545, 0.37820274326586545, 0.43762899244335013, 0.43762899244335013, 0.43762899244335013, 0.4680001947853027, 0.4680001947853027, 0.4680001947853027, 0.4955033176372323, 0.4955033176372323, 0.4955033176372323, 0.5176961739034033, 0.5176961739034033, 0.5176961739034033, 0.5357457928690541, 0.5357457928690541, 0.5357457928690541, 0.5634920717859854, 0.5634920717859854, 0.5634920717859854, 0.5830877603769121, 0.5830877603769121, 0.5830877603769121, 0.6421918107992904, 0.6421918107992904, 0.6421918107992904, 0.740171372344167, 0.740171372344167, 0.740171372344167, 0.7616662663442485, 0.7616662663442485, 0.7616662663442485, 0.8158302658768843, 0.8158302658768843, 0.8158302658768843, 0.8711339328991791, 0.8711339328991791, 0.8711339328991791, 0.8909915537780748, 0.8909915537780748, 0.8909915537780748, 0.9232583587882656, 0.9232583587882656, 0.9232583587882656, 0.9364391185141133, 0.9364391185141133, 0.9364391185141133, 0.9618668693484796, 0.9618668693484796, 0.9618668693484796, 0.97472316410161, 0.97472316410161, 0.97472316410161]",5.7211808115693176e-05,9.168181110482567e-06,0.0030279004459332157,0.00620823701498064,0.007126786612161,,,0.00017992315166024528,0.013413543590723715,32.20389998750761,2.0127437492192257,21,"[0.04865056276321411, 0.07902555167675018, 0.12366319447755814, 0.18753483891487122, 0.2365902066230774, 0.2700715959072113, 0.3023793399333954, 0.33858156204223633, 0.36894887685775757, 0.42039617896080017, 0.5012069940567017, 0.5397281050682068, 0.5725936889648438, 0.6105311512947083, 0.6608961224555969, 0.7299354076385498, 0.7581949830055237, 0.7952386140823364, 0.8128874897956848, 0.832624077796936, 0.8807435631752014]",0.0001093853688436877,0.010458746045472549,1e-05,tolerance_polyline_fallback_pass,True,True,measured mean squared Euclidean error on the supplied normalized ordered reference points; not a continuous-curve or global-minimality guarantee,False,False,,,76,,82,28,21,21,51,False,False,False,True,True,26,9.168181110482562e-06,25,1,True,False,False,False,76,3,29,28,0,0.0,156.11929999431595
uji2_02805_stroke_00,uji_pen_characters_v2,tst_UJI_W15,test,14,192,certified,10,"[0.17681121870933958, 0.26409375633851945, 0.353676213303197, 0.42953584748224155, 0.5054771621414286, 0.5700240774652557, 0.6458846282096888, 0.7226152720088429, 0.7957479751132458, 0.8646769807241298]",1.8370884178023662e-05,2.5118124499024464e-32,1.584869852670069e-16,2.392367502241632e-16,2.5847379792054426e-16,,,2.3213999170513253e-31,4.818090822152822e-16,32.20389998750761,2.0127437492192257,5,"[0.30953845381736755, 0.5169637203216553, 0.5477986335754395, 0.636315643787384, 0.7840788960456848]",4.884041715082048e-05,0.006988591929052696,1e-05,interpolation_fallback_pass,True,True,measured mean squared Euclidean error on the supplied normalized ordered reference points; not a continuous-curve or global-minimality guarantee,False,False,,True,14,14,10,10,5,5,5,False,True,True,False,False,,,0,0,False,False,False,False,14,1,2,0,0,0.0,7.352999993599951
uji2_02920_stroke_00,uji_pen_characters_v2,tst_UJI_W16,test,80,192,certified,28,"[0.05090675860460764, 0.09108653203350316, 0.1337899999274059, 0.17818432071355803, 0.21855281290026307, 0.24087490949758425, 0.2594641342033043, 0.3024572879632434, 0.3558892869056977, 0.38424286053078066, 0.40402457331494523, 0.4480158736123463, 0.48712883062230344, 0.52235501444399, 0.5560314513685728, 0.5807652196737363, 0.5959199352308684, 0.6255369327487589, 0.6639536494014446, 0.6835160287343774, 0.7156043932933874, 0.7300863970458187, 0.7428798900170819, 0.760019553898594, 0.7833133834908912, 0.8115117614501766, 0.8482180957076952, 0.8898839263317316]",8.503166234161302e-06,8.917642615778711e-06,0.0029862422232261585,0.007261350962518578,0.00969793648945922,,,0.0002810020534207092,0.01676311586253311,32.20389998750761,2.0127437492192257,28,"[0.050174351781606674, 0.08829578012228012, 0.13000988960266113, 0.17406199872493744, 0.21517358720302582, 0.23933903872966766, 0.2589118182659149, 0.29747456312179565, 0.348582923412323, 0.3757554590702057, 0.3951209485530853, 0.4387580156326294, 0.47539854049682617, 0.5094286203384399, 0.5427804589271545, 0.5678898096084595, 0.5833086371421814, 0.6134803891181946, 0.653674840927124, 0.676111102104187, 0.7193589210510254, 0.7388363480567932, 0.7544471025466919, 0.7721357345581055, 0.794765055179596, 0.8217708468437195, 0.8569414615631104, 0.897070050239563]",1.4491738454317474e-05,0.003806801604275888,1e-05,initial_reference_refit_pass,True,True,measured mean squared Euclidean error on the supplied normalized ordered reference points; not a continuous-curve or global-minimality guarantee,False,False,,True,32,32,76,28,28,28,0,False,False,False,False,False,,,0,0,False,False,False,False,32,1,1,0,0,0.0,7.014999981038272
uji2_06859_stroke_00,uji_pen_characters_v2,tst_UPV_W36,test,94,192,certified,105,"[0.0101860799424115, 0.0101860799424115, 0.0101860799424115, 0.02061384242378597, 0.02061384242378597, 0.02061384242378597, 0.07613036875011918, 0.07613036875011918, 0.07613036875011918, 0.12093379216988406, 0.12093379216988406, 0.12093379216988406, 0.21274635226402291, 0.21274635226402291, 0.21274635226402291, 0.24727256847413617, 0.24727256847413617, 0.24727256847413617, 0.28822730243924843, 0.28822730243924843, 0.28822730243924843, 0.3334152516973643, 0.3334152516973643, 0.3334152516973643, 0.42934387077562225, 0.42934387077562225, 0.42934387077562225, 0.49180454800480783, 0.49180454800480783, 0.49180454800480783, 0.5260491815132422, 0.5260491815132422, 0.5260491815132422, 0.5415217404748534, 0.5415217404748534, 0.5415217404748534, 0.5537293772456764, 0.5537293772456764, 0.5537293772456764, 0.5705623677884415, 0.5705623677884415, 0.5705623677884415, 0.5858604799109239, 0.5858604799109239, 0.5858604799109239, 0.5951833381188316, 0.5951833381188316, 0.5951833381188316, 0.6106702433063682, 0.6106702433063682, 0.6106702433063682, 0.6188600663994733, 0.6188600663994733, 0.6188600663994733, 0.6441749141458668, 0.6441749141458668, 0.6441749141458668, 0.6507270668887062, 0.6507270668887062, 0.6507270668887062, 0.6588392784472791, 0.6588392784472791, 0.6588392784472791, 0.6736373059939685, 0.6736373059939685, 0.6736373059939685, 0.7462730768547599, 0.7462730768547599, 0.7462730768547599, 0.7713368674432473, 0.7713368674432473, 0.7713368674432473, 0.7806525552533832, 0.7806525552533832, 0.7806525552533832, 0.8087841268558079, 0.8087841268558079, 0.8087841268558079, 0.8262977580020495, 0.8262977580020495, 0.8262977580020495, 0.8369243512933434, 0.8369243512933434, 0.8369243512933434, 0.848805220616544, 0.848805220616544, 0.848805220616544, 0.8794803018889421, 0.8794803018889421, 0.8794803018889421, 0.9150972854174237, 0.9150972854174237, 0.9150972854174237, 0.9504413249827768, 0.9504413249827768, 0.9504413249827768, 0.9646983947761932, 0.9646983947761932, 0.9646983947761932, 0.9833294539408274, 0.9833294539408274, 0.9833294539408274, 0.99014380630235, 0.99014380630235, 0.99014380630235]",0.00023921880441384773,9.347164032908657e-06,0.0030573132049086264,0.006684040456568456,0.007713168293568387,,,0.00010658952733096479,0.010324220422432135,32.20389998750761,2.0127437492192257,15,"[0.18989837169647217, 0.24048320949077606, 0.27591952681541443, 0.31247153878211975, 0.34712475538253784, 0.3985808193683624, 0.4943481981754303, 0.568139374256134, 0.5910163521766663, 0.6576876640319824, 0.7507688403129578, 0.7973964810371399, 0.8256418108940125, 0.8642064929008484, 0.9040362238883972]",0.0003246805651761195,0.01801889467131987,1e-05,tolerance_polyline_fallback_pass,True,True,measured mean squared Euclidean error on the supplied normalized ordered reference points; not a continuous-curve or global-minimality guarantee,False,False,,,109,,90,28,15,15,90,False,False,False,True,True,37,9.347164032908652e-06,36,1,True,False,False,False,109,3,53,52,0,0.0,283.76510000089183
uji2_10898_stroke_00,uji_pen_characters_v2,tst_UPV_W57,test,52,192,certified,27,"[0.04980587125887537, 0.0795433460022386, 0.11706412994224932, 0.15259203709327196, 0.19331003282645567, 0.20106259632374388, 0.2370234580239473, 0.23746776437543962, 0.2694442035626105, 0.279975599586727, 0.30076667691175535, 0.3223468941239912, 0.352776116992033, 0.3607390033586218, 0.3844318361815031, 0.4076008952863979, 0.4176760725031232, 0.45042233771102724, 0.4762866806785119, 0.4773725537706332, 0.555448005044555, 0.5964814807411812, 0.6233991613771339, 0.6623329282843945, 0.7151913701872005, 0.8227805109331829, 0.9855030945772114]",7.344502890057224e-05,8.696894407607699e-06,0.0029490497465467923,0.00613515031315604,0.012769291014953532,,,0.00018187713043834239,0.013486182945457266,32.20389998750761,2.0127437492192257,15,"[0.1523381918668747, 0.19234536588191986, 0.23503968119621277, 0.27957648038864136, 0.3028569519519806, 0.36376750469207764, 0.41077563166618347, 0.4539458453655243, 0.4788283705711365, 0.5536704659461975, 0.5949515700340271, 0.6220174431800842, 0.6613028049468994, 0.7146379947662354, 0.823296844959259]",0.0001369443818779558,0.011702323781110989,1e-05,adaptive_insertion_pass,True,True,measured mean squared Euclidean error on the supplied normalized ordered reference points; not a continuous-curve or global-minimality guarantee,False,False,,True,31,31,48,28,15,15,12,False,False,False,False,False,,,0,0,False,False,False,False,31,1,49,48,0,0.0,176.04879999998957
uji2_05121_stroke_01,uji_pen_characters_v2,tst_UPV_W27,test,10,192,certified,4,"[0.286593580512224, 0.5334478993822166, 0.7463517321752705, 0.8763839709245236]",3.7469737345786515e-06,3.3414974126630083e-06,0.0018279763162204832,0.0036160345030625315,0.004173952819590336,,,5.424814051334073e-06,0.002329123021940677,32.20389998750761,2.0127437492192257,4,"[0.2865387499332428, 0.5355877876281738, 0.74656081199646, 0.8765760064125061]",7.521756032115412e-06,0.002742582000982908,1e-05,initial_reference_refit_pass,True,True,measured mean squared Euclidean error on the supplied normalized ordered reference points; not a continuous-curve or global-minimality guarantee,False,False,,True,8,8,6,6,4,4,0,False,False,False,False,False,,,0,0,False,False,False,False,8,1,1,0,0,0.0,6.386999972164631
uji2_07377_stroke_00,uji_pen_characters_v2,tst_UPV_W39,test,34,192,certified,25,"[0.01932584764814936, 0.058752688844323255, 0.06597984044682087, 0.0997499260731323, 0.14250878029966607, 0.2155827855712573, 0.24285545070048706, 0.30293024095583304, 0.3330925671175766, 0.3681254411380723, 0.4032994467604691, 0.42518308440263425, 0.45447089354912834, 0.5053787406831273, 0.5411196393108538, 0.5915211590963828, 0.6282797319355026, 0.6585448882152414, 0.7117791730450743, 0.7517550357819547, 0.7736123939831205, 0.791487746774493, 0.8201792283606995, 0.8519831487056506, 0.8917992946536664]",0.00010233596152478028,9.90572931800101e-06,0.003147336861221088,0.007003506324138859,0.007544481747571017,,,9.379618325960285e-05,0.00968484296514935,33.39360002428293,2.0871000015176833,20,"[0.2093861997127533, 0.23809295892715454, 0.30098044872283936, 0.33250007033348083, 0.3686084449291229, 0.4054214358329773, 0.42757755517959595, 0.45818787813186646, 0.5092723369598389, 0.5448968410491943, 0.5924651622772217, 0.6313401460647583, 0.6614423990249634, 0.7137133479118347, 0.7543857097625732, 0.776435136795044, 0.7954477071762085, 0.8249152302742004, 0.8582013845443726, 0.8979664444923401]",0.0002283563929387134,0.015111465611869466,1e-05,adaptive_insertion_pass,True,True,measured mean squared Euclidean error on the supplied normalized ordered reference points; not a continuous-curve or global-minimality guarantee,False,False,,True,29,29,30,28,20,20,5,False,False,False,False,False,,,0,0,False,False,False,False,29,1,21,20,0,0.0,61.73100002342835
uji2_11573_stroke_00,uji_pen_characters_v2,tst_UPV_W60,test,95,192,certified,111,"[0.00930319186166968, 0.00930319186166968, 0.00930319186166968, 0.01350860862346447, 0.01350860862346447, 0.01350860862346447, 0.02516780775845485, 0.02516780775845485, 0.02516780775845485, 0.04133113747847445, 0.04133113747847445, 0.04133113747847445, 0.07180714047467344, 0.07180714047467344, 0.07180714047467344, 0.09109853737587466, 0.09109853737587466, 0.09109853737587466, 0.12486988452327016, 0.12486988452327016, 0.12486988452327016, 0.16591219595330672, 0.16591219595330672, 0.16591219595330672, 0.1953020882583578, 0.1953020882583578, 0.1953020882583578, 0.249417464796303, 0.249417464796303, 0.249417464796303, 0.27245636221067554, 0.27245636221067554, 0.27245636221067554, 0.3128265647337688, 0.3128265647337688, 0.3128265647337688, 0.35049668686756913, 0.35049668686756913, 0.35049668686756913, 0.37625615597280576, 0.37625615597280576, 0.37625615597280576, 0.39271873588567224, 0.39271873588567224, 0.39271873588567224, 0.40044107242772764, 0.40044107242772764, 0.40044107242772764, 0.4164190762074216, 0.4164190762074216, 0.4164190762074216, 0.43464838981044596, 0.43464838981044596, 0.43464838981044596, 0.4589950948967239, 0.4589950948967239, 0.4589950948967239, 0.48984563760511046, 0.48984563760511046, 0.48984563760511046, 0.5260925036514392, 0.5260925036514392, 0.5260925036514392, 0.5850574449217671, 0.5850574449217671, 0.5850574449217671, 0.6387560421460121, 0.6387560421460121, 0.6387560421460121, 0.6674104260717051, 0.6674104260717051, 0.6674104260717051, 0.700513950309746, 0.700513950309746, 0.700513950309746, 0.7295725186515817, 0.7295725186515817, 0.7295725186515817, 0.7409420514984323, 0.7409420514984323, 0.7409420514984323, 0.7455582462548956, 0.7455582462548956, 0.7455582462548956, 0.7608790986190173, 0.7608790986190173, 0.7608790986190173, 0.8089106362158937, 0.8089106362158937, 0.8089106362158937, 0.8190401760065528, 0.8190401760065528, 0.8190401760065528, 0.8519783816348395, 0.8519783816348395, 0.8519783816348395, 0.880617983356077, 0.880617983356077, 0.880617983356077, 0.9051910950598999, 0.9051910950598999, 0.9051910950598999, 0.9164180290865798, 0.9164180290865798, 0.9164180290865798, 0.9403172781121564, 0.9403172781121564, 0.9403172781121564, 0.9619307779835167, 0.9619307779835167, 0.9619307779835167]",0.00014507488442684464,9.529469154563261e-06,0.0030869838280372093,0.006311554555979639,0.007411849411327085,,,0.00030856852593741873,0.017566118693024328,33.39360002428293,2.0871000015176833,17,"[0.04595678672194481, 0.0660146176815033, 0.09969489276409149, 0.1756090521812439, 0.2653321325778961, 0.34421810507774353, 0.4082111120223999, 0.46915537118911743, 0.5332841277122498, 0.5679419040679932, 0.6343348026275635, 0.7025959491729736, 0.7494493126869202, 0.7846079468727112, 0.8110969662666321, 0.8438165187835693, 0.8988691568374634]",0.00045231596505126385,0.02126772120024296,1e-05,tolerance_polyline_fallback_pass,True,True,measured mean squared Euclidean error on the supplied normalized ordered reference points; not a continuous-curve or global-minimality guarantee,False,False,,,115,,91,28,17,17,94,False,False,False,True,True,39,9.529469154563282e-06,38,1,True,False,False,False,115,3,45,44,0,0.0,228.86460000881925
uji2_06941_stroke_00,uji_pen_characters_v2,tst_UPV_W36,test,70,192,certified,28,"[0.038912598240833145, 0.06783636001841617, 0.10484549064376711, 0.14739152003294598, 0.1899619614179657, 0.22741001414889878, 0.25829949013498543, 0.2897129572265678, 0.32153409139271083, 0.3498471793704574, 0.37493184402209795, 0.38495634988278776, 0.404092895058375, 0.44562919407976886, 0.4861043935883059, 0.5173504554202158, 0.5413673333901655, 0.5545212307854868, 0.580235695884743, 0.6286435484379096, 0.6376496750449454, 0.6760702740993197, 0.7159703722975642, 0.7299591966007309, 0.7643862721715527, 0.8007207135039113, 0.8428478262236354, 0.8874514344978035]",9.662681025982213e-06,7.785693428555449e-06,0.002790285546060734,0.005433377635024195,0.01192793395687734,,,8.378316962147935e-05,0.00915331467947428,33.39360002428293,2.0871000015176833,28,"[0.040798865258693695, 0.07061220705509186, 0.10761020332574844, 0.1492394506931305, 0.19014985859394073, 0.22629092633724213, 0.25708577036857605, 0.28760144114494324, 0.31864526867866516, 0.34789079427719116, 0.3745935559272766, 0.38615500926971436, 0.40870538353919983, 0.45426005125045776, 0.49153652787208557, 0.5226792693138123, 0.5454793572425842, 0.5617247223854065, 0.5896008014678955, 0.6374444961547852, 0.6466687917709351, 0.6847779154777527, 0.7252973318099976, 0.7379611730575562, 0.772524893283844, 0.8083925247192383, 0.848494291305542, 0.8924314379692078]",1.324140914812868e-05,0.003638874709045185,1e-05,initial_reference_refit_pass,True,True,measured mean squared Euclidean error on the supplied normalized ordered reference points; not a continuous-curve or global-minimality guarantee,False,False,,True,32,32,66,28,28,28,0,False,False,False,False,False,,,0,0,False,False,False,False,32,1,1,0,0,0.0,5.9080999926663935
uji2_10948_stroke_00,uji_pen_characters_v2,tst_UPV_W57,test,11,192,certified,7,"[0.1847236543004894, 0.2820830693056297, 0.3971209398865549, 0.5124426168072617, 0.6332639173703508, 0.7452725196780604, 0.8450752256383766]",2.0635866221337424e-05,5.2252476449264636e-33,7.228587444948331e-17,1.1443916996305594e-16,1.1443916996305594e-16,,,9.557361036442893e-33,9.776175651267164e-17,33.39360002428293,2.0871000015176833,4,"[0.22773343324661255, 0.37886014580726624, 0.49718672037124634, 0.6665859222412109]",4.36526731749935e-05,0.006607016964939132,1e-05,interpolation_fallback_pass,True,True,measured mean squared Euclidean error on the supplied normalized ordered reference points; not a continuous-curve or global-minimality guarantee,False,False,,True,11,11,7,7,4,4,3,False,True,True,False,False,,,0,0,False,False,False,False,11,1,2,0,0,0.0,7.853700022678822
uji2_04028_stroke_00,uji_pen_characters_v2,tst_UPV_W21,test,52,192,certified,28,"[0.048426368558813916, 0.07402196744548419, 0.10050927238939286, 0.13353724299795428, 0.17258332403906476, 0.20921538683559296, 0.2433333095502179, 0.27827891842642266, 0.3116153285532228, 0.34784463613485, 0.3817991660881631, 0.4219073067664161, 0.45798311004845704, 0.4914593258516743, 0.5101353468631286, 0.5280494685136328, 0.5445583829374374, 0.5672720241884658, 0.5952137526128677, 0.6230129229616734, 0.6807553716990726, 0.687885040743911, 0.7124734209123736, 0.743562907908009, 0.7762972036129561, 0.8107160894025585, 0.8479342663625934, 0.8920257105973045]",1.0691057543557562e-05,9.400079465714905e-06,0.003065954902752959,0.0067088530342031445,0.01173662350969324,,,9.628813074945205e-05,0.009812651565680503,33.39360002428293,2.0871000015176833,28,"[0.04486004635691643, 0.07248106598854065, 0.10302307456731796, 0.1398528814315796, 0.1803743541240692, 0.21749532222747803, 0.25197041034698486, 0.28618666529655457, 0.3186630308628082, 0.35180389881134033, 0.3835219442844391, 0.41912391781806946, 0.4525207579135895, 0.48465195298194885, 0.5049760341644287, 0.5257172584533691, 0.5445046424865723, 0.5702599287033081, 0.6007670164108276, 0.6312744617462158, 0.692309558391571, 0.7000113129615784, 0.723986804485321, 0.753803014755249, 0.7867352366447449, 0.8203567266464233, 0.8573693633079529, 0.8991988301277161]",1.2978378071288653e-05,0.0036025516056385166,1e-05,initial_reference_refit_pass,True,True,measured mean squared Euclidean error on the supplied normalized ordered reference points; not a continuous-curve or global-minimality guarantee,False,False,,True,32,32,48,28,28,28,0,False,False,False,False,False,,,0,0,False,False,False,False,32,1,1,0,0,0.0,4.981399979442358
uji2_03364_stroke_01,uji_pen_characters_v2,tst_UPV_W18,test,5,192,certified,1,[0.22458331986438246],6.776208325630354e-06,1.2050603847341695e-33,3.4713979672952646e-17,6.361913442670954e-17,7.692183281942173e-17,,,1.9119669942406637e-33,4.3726044804448797e-17,33.39360002428293,2.0871000015176833,3,"[0.23181980848312378, 0.42384234070777893, 0.6473416090011597]",1.4123181228452306e-05,0.003758082121036248,1e-05,initial_reference_refit_pass,True,True,measured mean squared Euclidean error on the supplied normalized ordered reference points; not a continuous-curve or global-minimality guarantee,False,False,,True,5,5,1,1,3,1,0,False,False,False,False,False,,,0,0,False,False,False,False,5,1,1,0,0,0.0,4.015499958768487
uji2_02827_stroke_00,uji_pen_characters_v2,tst_UJI_W15,test,18,192,certified,14,"[0.11653101765575753, 0.1566540883754181, 0.24383191105483473, 0.29731618755737366, 0.32542591921782443, 0.4502604965061807, 0.5004649417430355, 0.5269492262970189, 0.579154263445759, 0.6925045415823974, 0.7488021646498739, 0.785322473660402, 0.8703865391575109, 0.9116053714803009]",1.2429396177474294e-05,2.1391865621876142e-32,1.462595830086909e-16,2.497008767175205e-16,4.062661642740952e-16,,,2.102782534874606e-31,4.585610684385021e-16,33.39360002428293,2.0871000015176833,18,"[0.11814900487661362, 0.15812081098556519, 0.19756732881069183, 0.24668264389038086, 0.2998654544353485, 0.3273826539516449, 0.3972064256668091, 0.4516482651233673, 0.5014228224754333, 0.5275652408599854, 0.5791959762573242, 0.6351327896118164, 0.6924310326576233, 0.7494579553604126, 0.7866332530975342, 0.8256319165229797, 0.8730424046516418, 0.9144799709320068]",4.065558340660814e-05,0.006376173100426943,1e-05,initial_reference_refit_pass,True,True,measured mean squared Euclidean error on the supplied normalized ordered reference points; not a continuous-curve or global-minimality guarantee,False,False,,True,18,18,14,14,18,14,0,False,False,False,False,False,,,0,0,False,False,False,False,18,1,1,0,0,0.0,4.661699989810586
uji2_08090_stroke_00,uji_pen_characters_v2,tst_UPV_W42,test,47,192,certified,84,"[0.017886621409348116, 0.017886621409348116, 0.017886621409348116, 0.05468905429484361, 0.05468905429484361, 0.05468905429484361, 0.07941860954695697, 0.07941860954695697, 0.07941860954695697, 0.1285090159239914, 0.1285090159239914, 0.1285090159239914, 0.17165135009402055, 0.17165135009402055, 0.17165135009402055, 0.18681734424230187, 0.18681734424230187, 0.18681734424230187, 0.20078298634599215, 0.20078298634599215, 0.20078298634599215, 0.21627487677167068, 0.21627487677167068, 0.21627487677167068, 0.23730641582266643, 0.23730641582266643, 0.23730641582266643, 0.2646387511414227, 0.2646387511414227, 0.2646387511414227, 0.29497081305102496, 0.29497081305102496, 0.29497081305102496, 0.36465138082263754, 0.36465138082263754, 0.36465138082263754, 0.4351770155492808, 0.4351770155492808, 0.4351770155492808, 0.46648499104957064, 0.46648499104957064, 0.46648499104957064, 0.5126308106714553, 0.5126308106714553, 0.5126308106714553, 0.5277968386419502, 0.5277968386419502, 0.5277968386419502, 0.5358813893887446, 0.5358813893887446, 0.5358813893887446, 0.5487291278200087, 0.5487291278200087, 0.5487291278200087, 0.5616495771157674, 0.5616495771157674, 0.5616495771157674, 0.5993760745130775, 0.5993760745130775, 0.5993760745130775, 0.6209932203587746, 0.6209932203587746, 0.6209932203587746, 0.6465587838915904, 0.6465587838915904, 0.6465587838915904, 0.7982408663514461, 0.7982408663514461, 0.7982408663514461, 0.8531526738411983, 0.8531526738411983, 0.8531526738411983, 0.8739302417395894, 0.8739302417395894, 0.8739302417395894, 0.8886717160644931, 0.8886717160644931, 0.8886717160644931, 0.9000776707190044, 0.9000776707190044, 0.9000776707190044, 0.9110273173483118, 0.9110273173483118, 0.9110273173483118]",1.9253144359818536e-05,9.608405078646675e-06,0.0030997427439461286,0.008017829977786984,0.008718000507481557,,,8.367831831233581e-05,0.00914758538152751,33.39360002428293,2.0871000015176833,28,"[0.0466865673661232, 0.08094844967126846, 0.11769898235797882, 0.1600714921951294, 0.19695496559143066, 0.2298179566860199, 0.2644927501678467, 0.2906799018383026, 0.3288165032863617, 0.35211968421936035, 0.3880153000354767, 0.4011771082878113, 0.4549826979637146, 0.48316439986228943, 0.5065872073173523, 0.5336757898330688, 0.5531584620475769, 0.5974747538566589, 0.607410728931427, 0.6366299986839294, 0.6691139936447144, 0.7000675201416016, 0.7410115599632263, 0.7590187788009644, 0.7826725244522095, 0.8162944912910461, 0.8521655797958374, 0.8927778005599976]",4.18941896284597e-05,0.006472572102994272,1e-05,tolerance_polyline_fallback_pass,True,True,measured mean squared Euclidean error on the supplied normalized ordered reference points; not a continuous-curve or global-minimality guarantee,False,False,,,88,,43,28,28,28,56,False,False,False,True,True,30,9.608405078646638e-06,29,1,True,False,False,False,88,3,1,0,0,2.0816681711721685e-17,38.95529999863356
uji2_06321_stroke_00,uji_pen_characters_v2,tst_UPV_W33,test,65,192,certified,75,"[0.014354420834875013, 0.014354420834875013, 0.014354420834875013, 0.030656869614426117, 0.030656869614426117, 0.030656869614426117, 0.09793948585779137, 0.09793948585779137, 0.09793948585779137, 0.30409479867854666, 0.30409479867854666, 0.30409479867854666, 0.32221825193893255, 0.32221825193893255, 0.32221825193893255, 0.3284959827358764, 0.3284959827358764, 0.3284959827358764, 0.3357757484006367, 0.3357757484006367, 0.3357757484006367, 0.358965455118871, 0.358965455118871, 0.358965455118871, 0.3935333711677943, 0.3935333711677943, 0.3935333711677943, 0.46755245507621823, 0.46755245507621823, 0.46755245507621823, 0.5009869997388773, 0.5009869997388773, 0.5009869997388773, 0.5112625016172231, 0.5112625016172231, 0.5112625016172231, 0.5216357035471788, 0.5216357035471788, 0.5216357035471788, 0.5513610117173627, 0.5513610117173627, 0.5513610117173627, 0.5900512021986417, 0.5900512021986417, 0.5900512021986417, 0.6496379884265409, 0.6496379884265409, 0.6496379884265409, 0.6771720420074492, 0.6771720420074492, 0.6771720420074492, 0.6874016576968024, 0.6874016576968024, 0.6874016576968024, 0.6963250334540102, 0.6963250334540102, 0.6963250334540102, 0.7057897119876788, 0.7057897119876788, 0.7057897119876788, 0.7161694355069422, 0.7161694355069422, 0.7161694355069422, 0.7301347865230967, 0.7301347865230967, 0.7301347865230967, 0.8652254042148965, 0.8652254042148965, 0.8652254042148965, 0.989203199501238, 0.989203199501238, 0.989203199501238, 0.9948133821185533, 0.9948133821185533, 0.9948133821185533]",0.0001997712259260773,9.11192332830823e-06,0.003018596251291025,0.007282586840530733,0.008287859647282535,,,0.0001540968709073582,0.012413576072484438,33.39360002428293,2.0871000015176833,19,"[0.05683958902955055, 0.10333672165870667, 0.148000106215477, 0.18574944138526917, 0.2229769080877304, 0.25861793756484985, 0.2934597432613373, 0.3101007640361786, 0.3462524712085724, 0.41749271750450134, 0.5282824039459229, 0.6076419353485107, 0.6854174733161926, 0.7098903656005859, 0.7507590055465698, 0.7734124064445496, 0.7968407273292542, 0.8266696333885193, 0.8733702898025513]",0.0003005340659228859,0.017335918375525592,1e-05,tolerance_polyline_fallback_pass,True,True,measured mean squared Euclidean error on the supplied normalized ordered reference points; not a continuous-curve or global-minimality guarantee,False,False,,,79,,61,28,19,19,56,False,False,False,True,True,27,9.111923328308315e-06,26,1,True,False,False,False,79,3,37,36,0,0.0,153.21819996461272
