figure,sample_index,sample_seed,stratification_count,source_knot_count,canonical_knot_count,proposal_knot_count,learned_knot_count,ours_deployment_mode,ours_knot_count,hard_knot_count,source_mse,proposal_mse,learned_mse,ours_mse,ours_threshold_satisfied,hard_mse,hard_threshold_satisfied,hard_accepted_deletions,network_forward_diagnostic_ms,proposal_refit_diagnostic_ms,learned_refit_diagnostic_ms,learned_deployment_total_ms,ours_deployment_total_ms,ours_timing_scope,hard_pruning_stage_ms,comparison_parameterization,ours_final_parameterization,verified_final_source,verified_learned_threshold_satisfied,verified_fallback_used,verified_cleanup_used,verified_parameterization_fallback_used,verified_residual_fallback_used,verified_inserted_knot_count,verified_direct_refit_count,verified_fit_evaluation_count,source_internal_knots,proposal_internal_knots,network_proposal_internal_knots,learned_internal_knots,ours_internal_knots,hard_internal_knots,source_full_knot_vector,proposal_full_knot_vector,learned_full_knot_vector,ours_full_knot_vector,hard_full_knot_vector,ours_refit_parameters,hard_mse_trajectory
comparison_001_sourceK04_canonicalK04_sample00248.png,248,20248,4,4,4,28,6,verified,5,5,1.967438720384962e-06,8.454038038507861e-07,4.063878805027343e-05,1.3619591300084721e-05,True,7.62086347094737e-06,True,23,17.529800068587065,3.478999948129058,3.154000034555793,19.177300157025456,43.80660015158355,network forward + exact learned-subset verification + conditional confidence add-back/compaction/chord rescue/residual insertion/hard fallback,241.42189999110997,shared_chord_length,chord_length,chord_parameterization_learned_verified_compact,True,False,True,False,False,0,1,15,"[0.16852311789989471, 0.37982457876205444, 0.6203977465629578, 0.8932297229766846]","[0.03630036860704422, 0.08553489297628403, 0.12930229306221008, 0.17519962787628174, 0.21800591051578522, 0.25191938877105713, 0.281019002199173, 0.3055499792098999, 0.32996895909309387, 0.35825544595718384, 0.38057413697242737, 0.40828070044517517, 0.43300366401672363, 0.4526609778404236, 0.4733348488807678, 0.49729907512664795, 0.5202539563179016, 0.54280686378479, 0.5667232275009155, 0.5938255190849304, 0.6163724660873413, 0.6387808918952942, 0.6623840928077698, 0.6813871264457703, 0.7077835202217102, 0.7323848009109497, 0.7704639434814453, 0.8327391743659973]","[0.020189451053738594, 0.05102279782295227, 0.08508952707052231, 0.12322183698415756, 0.16441549360752106, 0.20407269895076752, 0.23866243660449982, 0.27040359377861023, 0.302348792552948, 0.3344435393810272, 0.36617225408554077, 0.39771801233291626, 0.4290328919887543, 0.46020227670669556, 0.4913094937801361, 0.5223694443702698, 0.5535599589347839, 0.5850359201431274, 0.6168978214263916, 0.6491243243217468, 0.6825435757637024, 0.7177937030792236, 0.7540304064750671, 0.7881069779396057, 0.8197422623634338, 0.8534902930259705, 0.8926250338554382, 0.9367176294326782]","[0.2227272391319275, 0.27326589822769165, 0.4398016929626465, 0.668293833732605, 0.7995140552520752, 0.8820598125457764]","[0.268859326839447, 0.307644248008728, 0.4392201006412506, 0.691818118095398, 0.7607407569885254]","[0.25191938877105713, 0.40828070044517517, 0.5667232275009155, 0.5938255190849304, 0.7704639434814453]","[0.0, 0.0, 0.0, 0.0, 0.16852311789989471, 0.37982457876205444, 0.6203977465629578, 0.8932297229766846, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.03630036860704422, 0.08553489297628403, 0.12930229306221008, 0.17519962787628174, 0.21800591051578522, 0.25191938877105713, 0.281019002199173, 0.3055499792098999, 0.32996895909309387, 0.35825544595718384, 0.38057413697242737, 0.40828070044517517, 0.43300366401672363, 0.4526609778404236, 0.4733348488807678, 0.49729907512664795, 0.5202539563179016, 0.54280686378479, 0.5667232275009155, 0.5938255190849304, 0.6163724660873413, 0.6387808918952942, 0.6623840928077698, 0.6813871264457703, 0.7077835202217102, 0.7323848009109497, 0.7704639434814453, 0.8327391743659973, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.2227272391319275, 0.27326589822769165, 0.4398016929626465, 0.668293833732605, 0.7995140552520752, 0.8820598125457764, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.268859326839447, 0.307644248008728, 0.4392201006412506, 0.691818118095398, 0.7607407569885254, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.25191938877105713, 0.40828070044517517, 0.5667232275009155, 0.5938255190849304, 0.7704639434814453, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.01463563833385706, 0.025384914129972458, 0.04248888045549393, 0.06078369915485382, 0.06972600519657135, 0.08016528189182281, 0.08753558248281479, 0.0994388684630394, 0.10982373356819153, 0.12127667665481567, 0.12531623244285583, 0.13704431056976318, 0.14176736772060394, 0.14853855967521667, 0.159348726272583, 0.16487528383731842, 0.17155598104000092, 0.17712008953094482, 0.1827705055475235, 0.18959802389144897, 0.19603881239891052, 0.20009759068489075, 0.2068461775779724, 0.21055558323860168, 0.2173987329006195, 0.2210712730884552, 0.22620178759098053, 0.22815674543380737, 0.23277948796749115, 0.23523101210594177, 0.23845979571342468, 0.24323998391628265, 0.2464083731174469, 0.25009188055992126, 0.253984659910202, 0.25983574986457825, 0.262881875038147, 0.267478883266449, 0.2712107002735138, 0.27591755986213684, 0.28038936853408813, 0.28320416808128357, 0.28610026836395264, 0.29064100980758667, 0.2967413663864136, 0.29860347509384155, 0.30440086126327515, 0.30771198868751526, 0.3101462125778198, 0.31592118740081787, 0.32023152709007263, 0.32375332713127136, 0.32605409622192383, 0.33014562726020813, 0.3335972726345062, 0.33812639117240906, 0.34288540482521057, 0.34791818261146545, 0.3503356873989105, 0.35291463136672974, 0.3569784462451935, 0.3607425391674042, 0.3641341030597687, 0.3680160641670227, 0.3716774582862854, 0.3758203685283661, 0.38175249099731445, 0.38576802611351013, 0.3893176317214966, 0.39338040351867676, 0.3988252878189087, 0.40187111496925354, 0.4063401222229004, 0.4096728265285492, 0.41331222653388977, 0.41840094327926636, 0.42155298590660095, 0.4261325001716614, 0.4302366375923157, 0.4329562485218048, 0.4355837106704712, 0.4385188817977905, 0.44098466634750366, 0.4450402557849884, 0.44856858253479004, 0.4507957994937897, 0.45389190316200256, 0.45613157749176025, 0.45894718170166016, 0.4625342786312103, 0.46554604172706604, 0.46796417236328125, 0.46968039870262146, 0.4722239375114441, 0.47489893436431885, 0.4767938256263733, 0.4799853563308716, 0.48436251282691956, 0.4877118170261383, 0.49112409353256226, 0.49575290083885193, 0.4997042715549469, 0.5035504698753357, 0.5066272020339966, 0.5096616744995117, 0.5150489807128906, 0.5179203152656555, 0.5221282243728638, 0.5254404544830322, 0.526889979839325, 0.5309613347053528, 0.5345227718353271, 0.5392325520515442, 0.5403344631195068, 0.5440853834152222, 0.547932505607605, 0.5509411692619324, 0.553835391998291, 0.5570521950721741, 0.5602284073829651, 0.5636717081069946, 0.5678930282592773, 0.5719165802001953, 0.5747413039207458, 0.579768180847168, 0.5829536318778992, 0.5873371958732605, 0.5894511342048645, 0.5921960473060608, 0.5953595042228699, 0.5984073281288147, 0.6015925407409668, 0.6045311093330383, 0.606257438659668, 0.6103073954582214, 0.6131194829940796, 0.6147858500480652, 0.6171338558197021, 0.6192036271095276, 0.6230283379554749, 0.6266528964042664, 0.6306051015853882, 0.6341037154197693, 0.6375383138656616, 0.6398645043373108, 0.645058810710907, 0.6485322713851929, 0.650635838508606, 0.6531131267547607, 0.656120777130127, 0.6610932946205139, 0.6637828350067139, 0.6673868894577026, 0.6711550951004028, 0.6746888160705566, 0.6762600541114807, 0.6788545846939087, 0.6842324733734131, 0.6875389218330383, 0.6940558552742004, 0.697205126285553, 0.6998406648635864, 0.7029328346252441, 0.7084106206893921, 0.7119304537773132, 0.7158287167549133, 0.720613956451416, 0.726150631904602, 0.7301589846611023, 0.7342511415481567, 0.7419045567512512, 0.7452532649040222, 0.752245306968689, 0.7566218376159668, 0.7624952793121338, 0.7665808796882629, 0.7760615944862366, 0.7833843231201172, 0.7936406135559082, 0.8011955618858337, 0.8070083260536194, 0.8223784565925598, 0.8349734544754028, 0.8487524390220642, 0.8677130937576294, 0.8894990086555481, 0.9093230366706848, 0.9403817057609558, 0.9582139849662781, 0.9817221760749817, 1.0]","[8.454055659967707e-07, 8.456052000838099e-07, 8.458727620563877e-07, 8.464547249786847e-07, 8.484956310894631e-07, 8.489893730256881e-07, 8.51706772664329e-07, 8.530835771125567e-07, 8.574991738896642e-07, 8.610372788098175e-07, 8.649604410493339e-07, 8.701277351974568e-07, 8.718222375136975e-07, 8.830571118778607e-07, 9.041454518410319e-07, 9.27700455122249e-07, 9.601072861187276e-07, 1.0177733429372893e-06, 1.1085479627581662e-06, 1.6929452613112517e-06, 1.9890642306563677e-06, 2.4102137103909627e-06, 3.44789896189468e-06, 7.62086347094737e-06]"
comparison_002_sourceK05_canonicalK03_sample00480.png,480,20480,5,5,3,28,6,verified,5,4,1.969101276699803e-06,8.115668492791883e-07,2.5385248591192067e-05,2.1694964743801393e-05,True,1.8855125745176338e-05,True,24,18.918999936431646,4.505400080233812,3.118300111964345,19.94430017657578,89.4257000181824,network forward + exact learned-subset verification + conditional confidence add-back/compaction/chord rescue/residual insertion/hard fallback,240.36709987558424,shared_chord_length,chord_length,chord_parameterization_confidence_add_back_compact,False,True,True,False,False,0,7,29,"[0.21301254630088806, 0.3534088730812073, 0.4382574260234833, 0.6641620397567749, 0.8135020732879639]","[0.03125230222940445, 0.07368101179599762, 0.12291426211595535, 0.15847603976726532, 0.21181362867355347, 0.256094366312027, 0.29005298018455505, 0.31683358550071716, 0.3410986661911011, 0.36777549982070923, 0.3839886486530304, 0.41127365827560425, 0.4371771514415741, 0.46630385518074036, 0.49347248673439026, 0.5213786959648132, 0.5497689843177795, 0.5804201364517212, 0.6101033091545105, 0.6367319226264954, 0.6624178290367126, 0.6875149607658386, 0.7147949934005737, 0.7441822290420532, 0.772468090057373, 0.7975622415542603, 0.84200519323349, 0.8950692415237427]","[0.019413648173213005, 0.04893847554922104, 0.0824507549405098, 0.12025271356105804, 0.16163885593414307, 0.20348544418811798, 0.2399556040763855, 0.2716599702835083, 0.30329808592796326, 0.33637893199920654, 0.3688308596611023, 0.40059101581573486, 0.4317508339881897, 0.4626702666282654, 0.49329638481140137, 0.5243220329284668, 0.5557542443275452, 0.587626039981842, 0.6200008988380432, 0.6531320810317993, 0.6877627968788147, 0.7238985300064087, 0.7597159147262573, 0.7933239936828613, 0.8257923126220703, 0.8600873947143555, 0.8985474705696106, 0.9413127303123474]","[0.1733323335647583, 0.24282844364643097, 0.3075489103794098, 0.4249212443828583, 0.4805414080619812, 0.7157081961631775]","[0.29005298018455505, 0.36777549982070923, 0.49347248673439026, 0.5804201364517212, 0.7441822290420532]","[0.29005298018455505, 0.41127365827560425, 0.6624178290367126, 0.772468090057373]","[0.0, 0.0, 0.0, 0.0, 0.21301254630088806, 0.3534088730812073, 0.4382574260234833, 0.6641620397567749, 0.8135020732879639, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.03125230222940445, 0.07368101179599762, 0.12291426211595535, 0.15847603976726532, 0.21181362867355347, 0.256094366312027, 0.29005298018455505, 0.31683358550071716, 0.3410986661911011, 0.36777549982070923, 0.3839886486530304, 0.41127365827560425, 0.4371771514415741, 0.46630385518074036, 0.49347248673439026, 0.5213786959648132, 0.5497689843177795, 0.5804201364517212, 0.6101033091545105, 0.6367319226264954, 0.6624178290367126, 0.6875149607658386, 0.7147949934005737, 0.7441822290420532, 0.772468090057373, 0.7975622415542603, 0.84200519323349, 0.8950692415237427, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.1733323335647583, 0.24282844364643097, 0.3075489103794098, 0.4249212443828583, 0.4805414080619812, 0.7157081961631775, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.29005298018455505, 0.36777549982070923, 0.49347248673439026, 0.5804201364517212, 0.7441822290420532, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.29005298018455505, 0.41127365827560425, 0.6624178290367126, 0.772468090057373, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.011626184917986393, 0.019189616665244102, 0.032201722264289856, 0.03884970769286156, 0.0536470003426075, 0.06070692092180252, 0.07042967528104782, 0.08280746638774872, 0.09200705587863922, 0.0977768823504448, 0.10945583134889603, 0.1182890236377716, 0.12783633172512054, 0.13287588953971863, 0.13691826164722443, 0.1430037021636963, 0.1497316062450409, 0.15561465919017792, 0.1596917062997818, 0.1686541587114334, 0.17686109244823456, 0.1852399855852127, 0.19270449876785278, 0.1951330155134201, 0.20135681331157684, 0.20733177661895752, 0.2119361162185669, 0.21677885949611664, 0.22251302003860474, 0.22833862900733948, 0.23497028648853302, 0.2414717674255371, 0.24614714086055756, 0.25149184465408325, 0.25557565689086914, 0.2595447599887848, 0.2652481496334076, 0.26898258924484253, 0.27153053879737854, 0.2771988809108734, 0.28428131341934204, 0.28739240765571594, 0.2926337420940399, 0.2961825132369995, 0.3003702461719513, 0.3038147985935211, 0.3098849952220917, 0.31489747762680054, 0.3176538348197937, 0.32379037141799927, 0.3289429843425751, 0.33213692903518677, 0.33539319038391113, 0.33769986033439636, 0.3416167199611664, 0.34729287028312683, 0.3526344895362854, 0.35750794410705566, 0.3625129163265228, 0.36598435044288635, 0.3692195415496826, 0.37376755475997925, 0.37655651569366455, 0.37917229533195496, 0.38268640637397766, 0.3855254352092743, 0.3884809613227844, 0.39191722869873047, 0.3956082761287689, 0.39718863368034363, 0.40363410115242004, 0.4070713520050049, 0.41368457674980164, 0.4157433807849884, 0.4207003712654114, 0.42334839701652527, 0.4264124929904938, 0.42988795042037964, 0.43512246012687683, 0.4403885304927826, 0.4453960359096527, 0.4488104581832886, 0.45388010144233704, 0.4582846760749817, 0.46257856488227844, 0.46736571192741394, 0.47311851382255554, 0.4752792418003082, 0.48136836290359497, 0.48654070496559143, 0.489218533039093, 0.49352508783340454, 0.4972001612186432, 0.5025984048843384, 0.5065554976463318, 0.5098742842674255, 0.5119710564613342, 0.5167681574821472, 0.5193437933921814, 0.5217604637145996, 0.5266265273094177, 0.5319525003433228, 0.5337543487548828, 0.5385606288909912, 0.5439057350158691, 0.5464987754821777, 0.5502714514732361, 0.5559774041175842, 0.5601403117179871, 0.5656733512878418, 0.5691125988960266, 0.5726398825645447, 0.5777277946472168, 0.5825835466384888, 0.5850877165794373, 0.5901095867156982, 0.5944528579711914, 0.59918612241745, 0.6023210287094116, 0.6056391000747681, 0.6108666062355042, 0.6147279739379883, 0.6195307374000549, 0.6213731169700623, 0.625932514667511, 0.6299268007278442, 0.6332235336303711, 0.6374226212501526, 0.6412063837051392, 0.6447261571884155, 0.6456382870674133, 0.6504744291305542, 0.6556451320648193, 0.657762885093689, 0.6622833013534546, 0.6647588610649109, 0.6682174801826477, 0.6729185581207275, 0.6773802042007446, 0.6794214844703674, 0.6828151941299438, 0.6861335635185242, 0.689989447593689, 0.6915912628173828, 0.6948924660682678, 0.6979560852050781, 0.7021036744117737, 0.7072520852088928, 0.7111536264419556, 0.714751124382019, 0.7169058322906494, 0.7228211760520935, 0.7252638936042786, 0.7282283306121826, 0.7322811484336853, 0.7345952391624451, 0.7397576570510864, 0.7428485155105591, 0.7477204203605652, 0.7500642538070679, 0.7546034455299377, 0.7598482966423035, 0.7666861414909363, 0.7721117734909058, 0.7761876583099365, 0.7801933884620667, 0.7829286456108093, 0.7908121943473816, 0.7941406965255737, 0.7992152571678162, 0.8035025000572205, 0.8110671043395996, 0.8161104917526245, 0.8244605660438538, 0.8326144218444824, 0.8399645686149597, 0.8450032472610474, 0.8546894192695618, 0.8592225313186646, 0.8698627352714539, 0.876328706741333, 0.8873744606971741, 0.8941439986228943, 0.9074288606643677, 0.9198757410049438, 0.9342248439788818, 0.9499408006668091, 0.9638570547103882, 0.9809446930885315, 0.9891528487205505, 1.0]","[8.115644618555962e-07, 8.11646202691918e-07, 8.119534982142795e-07, 8.124066539494379e-07, 8.131419235724024e-07, 8.144918979269278e-07, 8.172459615707339e-07, 8.206667985177774e-07, 8.257166541625338e-07, 8.307060852530412e-07, 8.365240660168638e-07, 8.401877380492806e-07, 8.463538847536256e-07, 8.524135068910255e-07, 8.601775220995478e-07, 8.76689910001005e-07, 9.006096206576331e-07, 9.202386195283907e-07, 9.38388211579877e-07, 1.0357625797041692e-06, 1.2216640925544198e-06, 3.1922061225486686e-06, 6.9691400312876794e-06, 1.5001064639363904e-05, 1.8855125745176338e-05]"
comparison_003_sourceK06_canonicalK05_sample00172.png,172,20172,6,6,5,28,5,verified,5,3,1.645116753934417e-06,7.087687095008732e-07,4.157325383857824e-05,2.2272686692303978e-05,True,2.2074018488638103e-05,True,25,46.76619987003505,3.469100221991539,2.8375000692903996,36.57170012593269,90.3640000615269,network forward + exact learned-subset verification + conditional confidence add-back/compaction/chord rescue/residual insertion/hard fallback,277.7314002159983,shared_chord_length,chord_length,chord_parameterization_confidence_add_back_compact,False,True,True,False,False,0,7,21,"[0.17865869402885437, 0.3551555871963501, 0.46558982133865356, 0.6193951964378357, 0.7230005264282227, 0.893441379070282]","[0.026918403804302216, 0.05724266543984413, 0.10190561413764954, 0.1425532102584839, 0.17945638298988342, 0.2181217223405838, 0.2487262487411499, 0.27122825384140015, 0.2988322973251343, 0.32231542468070984, 0.3526245355606079, 0.377284973859787, 0.4077218174934387, 0.43758028745651245, 0.46430736780166626, 0.487703800201416, 0.514945387840271, 0.5486449003219604, 0.5727539658546448, 0.6030811071395874, 0.6360502243041992, 0.6720898151397705, 0.7039042711257935, 0.7366327047348022, 0.7746207118034363, 0.8134526014328003, 0.8495429158210754, 0.9032328724861145]","[0.019379332661628723, 0.048927731812000275, 0.0820908173918724, 0.11947871744632721, 0.1600418984889984, 0.20023690164089203, 0.23593105375766754, 0.2687833607196808, 0.3016502559185028, 0.3343835175037384, 0.36674895882606506, 0.39900222420692444, 0.4312592148780823, 0.4633656442165375, 0.4949615001678467, 0.5263271331787109, 0.5576343536376953, 0.5892083644866943, 0.6216718554496765, 0.6546509861946106, 0.688668429851532, 0.7238835096359253, 0.7587292194366455, 0.7920759320259094, 0.8245563507080078, 0.8589679002761841, 0.8977856040000916, 0.9408406615257263]","[0.18801282346248627, 0.25269225239753723, 0.38089489936828613, 0.5297335982322693, 0.6067518591880798]","[0.2181217223405838, 0.2487262487411499, 0.377284973859787, 0.46430736780166626, 0.6030811071395874]","[0.27122825384140015, 0.514945387840271, 0.6030811071395874]","[0.0, 0.0, 0.0, 0.0, 0.17865869402885437, 0.3551555871963501, 0.46558982133865356, 0.6193951964378357, 0.7230005264282227, 0.893441379070282, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.026918403804302216, 0.05724266543984413, 0.10190561413764954, 0.1425532102584839, 0.17945638298988342, 0.2181217223405838, 0.2487262487411499, 0.27122825384140015, 0.2988322973251343, 0.32231542468070984, 0.3526245355606079, 0.377284973859787, 0.4077218174934387, 0.43758028745651245, 0.46430736780166626, 0.487703800201416, 0.514945387840271, 0.5486449003219604, 0.5727539658546448, 0.6030811071395874, 0.6360502243041992, 0.6720898151397705, 0.7039042711257935, 0.7366327047348022, 0.7746207118034363, 0.8134526014328003, 0.8495429158210754, 0.9032328724861145, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.18801282346248627, 0.25269225239753723, 0.38089489936828613, 0.5297335982322693, 0.6067518591880798, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.2181217223405838, 0.2487262487411499, 0.377284973859787, 0.46430736780166626, 0.6030811071395874, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.27122825384140015, 0.514945387840271, 0.6030811071395874, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.007281336467713118, 0.021862495690584183, 0.029426177963614464, 0.03561615198850632, 0.042854949831962585, 0.052094392478466034, 0.05873071402311325, 0.0667489767074585, 0.0732816681265831, 0.0847729817032814, 0.0956367626786232, 0.10565869510173798, 0.11224417388439178, 0.11689377576112747, 0.12608808279037476, 0.13125397264957428, 0.13721831142902374, 0.14464902877807617, 0.148422971367836, 0.15267159044742584, 0.15825562179088593, 0.16157414019107819, 0.16610178351402283, 0.17016904056072235, 0.1772860884666443, 0.1827654242515564, 0.18932022154331207, 0.19511263072490692, 0.1968391090631485, 0.20308555662631989, 0.2050292193889618, 0.20984876155853271, 0.21559588611125946, 0.21749700605869293, 0.22291672229766846, 0.22423326969146729, 0.22890329360961914, 0.2313764989376068, 0.23589463531970978, 0.24033531546592712, 0.24306973814964294, 0.2456510365009308, 0.24955178797245026, 0.2517037093639374, 0.2539850175380707, 0.25650736689567566, 0.25929731130599976, 0.26406940817832947, 0.26651713252067566, 0.27072733640670776, 0.27302151918411255, 0.2769838273525238, 0.28088587522506714, 0.2839544415473938, 0.28662109375, 0.29011270403862, 0.293814480304718, 0.2972681224346161, 0.3007138669490814, 0.30217382311820984, 0.30445992946624756, 0.30914807319641113, 0.3105384409427643, 0.3129889965057373, 0.3154650628566742, 0.3198149502277374, 0.32175150513648987, 0.3241962790489197, 0.3274914026260376, 0.3319437503814697, 0.33411332964897156, 0.3383122682571411, 0.34322595596313477, 0.34841838479042053, 0.35378506779670715, 0.3577856421470642, 0.3622361123561859, 0.3648974299430847, 0.36759671568870544, 0.3690694272518158, 0.3734951913356781, 0.38008928298950195, 0.3858747184276581, 0.38835039734840393, 0.39230862259864807, 0.3947164714336395, 0.4002993106842041, 0.40488243103027344, 0.4078279435634613, 0.41375958919525146, 0.41835010051727295, 0.4239521026611328, 0.42743176221847534, 0.43329083919525146, 0.4383912980556488, 0.44303110241889954, 0.4475976824760437, 0.45405933260917664, 0.45803889632225037, 0.4641181230545044, 0.46605628728866577, 0.46981510519981384, 0.4739721417427063, 0.4758353531360626, 0.48129433393478394, 0.48590609431266785, 0.48866456747055054, 0.49262315034866333, 0.4970149099826813, 0.5027105212211609, 0.5050631165504456, 0.5088469982147217, 0.5126798152923584, 0.5177124738693237, 0.5232451558113098, 0.527860164642334, 0.5334989428520203, 0.5389314293861389, 0.5422552227973938, 0.5485495328903198, 0.5500255227088928, 0.5547189116477966, 0.5575515031814575, 0.5621861219406128, 0.5657055377960205, 0.5684753060340881, 0.572359561920166, 0.5752807259559631, 0.5820131897926331, 0.5882498025894165, 0.5911493897438049, 0.595628023147583, 0.5984046459197998, 0.6023890376091003, 0.6061349511146545, 0.6120554804801941, 0.6171579360961914, 0.6206789612770081, 0.6247410178184509, 0.6304662227630615, 0.6359248757362366, 0.6387252807617188, 0.6440761685371399, 0.6503364443778992, 0.6562497615814209, 0.6632537245750427, 0.6691881418228149, 0.6733658909797668, 0.6812322735786438, 0.6857470273971558, 0.6896144151687622, 0.6964909434318542, 0.7023768424987793, 0.7092170715332031, 0.7143418788909912, 0.7181656956672668, 0.7219234704971313, 0.7252029180526733, 0.7308964729309082, 0.7389845252037048, 0.7460160255432129, 0.7515015006065369, 0.7560514807701111, 0.7615095973014832, 0.7692880630493164, 0.7763703465461731, 0.7815624475479126, 0.7888498902320862, 0.7961140275001526, 0.80352783203125, 0.8114261031150818, 0.8148333430290222, 0.8199505805969238, 0.824539065361023, 0.8314116597175598, 0.8401371240615845, 0.8459974527359009, 0.8551608920097351, 0.8647285103797913, 0.8698651790618896, 0.8794545531272888, 0.8893837332725525, 0.9013819098472595, 0.9151093363761902, 0.9284633994102478, 0.9398511648178101, 0.9498085975646973, 0.9590835571289062, 0.9747725129127502, 0.9864391684532166, 1.0]","[7.08769221091643e-07, 7.089592486408947e-07, 7.093248655110074e-07, 7.104515589162474e-07, 7.117239988474466e-07, 7.13357394488412e-07, 7.15163650966133e-07, 7.171602760536189e-07, 7.196339879556035e-07, 7.237285899464041e-07, 7.351789008680498e-07, 7.467318141607393e-07, 7.633479981450364e-07, 7.653970897081308e-07, 7.862950610615371e-07, 8.241112823270669e-07, 8.687802051099425e-07, 9.387395039084367e-07, 1.009596871881513e-06, 1.1788165465986822e-06, 1.4431234376388602e-06, 1.7196963426613365e-06, 3.753278406293248e-06, 6.005734121572459e-06, 1.0302702321496326e-05, 2.2074018488638103e-05]"
