figure,sample_index,sample_seed,stratification_count,source_knot_count,canonical_knot_count,proposal_knot_count,learned_knot_count,ours_deployment_mode,ours_knot_count,hard_knot_count,source_mse,proposal_mse,learned_mse,ours_mse,ours_threshold_satisfied,hard_mse,hard_threshold_satisfied,hard_accepted_deletions,network_forward_diagnostic_ms,proposal_refit_diagnostic_ms,learned_refit_diagnostic_ms,learned_deployment_total_ms,ours_deployment_total_ms,ours_timing_scope,hard_pruning_stage_ms,hard_end_to_end_ms,hard_reported_ms,hard_reported_timing_scope,hard_timing_replay_count,hard_timing_replay_mse,hard_timing_replay_count_equal,hard_timing_replay_mask_equal,hard_timing_replay_knots_allclose,hard_timing_replay_knots_max_abs_difference,hard_timing_replay_mse_abs_difference,hard_timing_replay_threshold_satisfied_equal,hard_timing_replay_structurally_consistent,comparison_parameterization,ours_final_parameterization,verified_final_source,verified_learned_threshold_satisfied,verified_fallback_used,verified_cleanup_used,verified_parameterization_fallback_used,verified_residual_fallback_used,verified_inserted_knot_count,verified_direct_refit_count,verified_fit_evaluation_count,source_internal_knots,proposal_internal_knots,network_proposal_internal_knots,learned_internal_knots,ours_internal_knots,hard_internal_knots,source_full_knot_vector,proposal_full_knot_vector,learned_full_knot_vector,ours_full_knot_vector,hard_full_knot_vector,ours_refit_parameters,hard_mse_trajectory
comparison_001_sourceK04_canonicalK03_sample00942.png,942,20942,4,4,3,28,6,verified,3,3,1.8938522998723784e-06,9.899407586999587e-07,2.0675157429650426e-05,7.702463335590437e-06,True,8.923565474105999e-06,True,25,16.835500005981885,2.7110000082757324,2.5505000085104257,15.011700001196004,44.646099995588884,network forward + exact learned-subset verification + conditional confidence add-back/compaction/chord rescue/residual insertion/hard fallback,213.62260000023525,225.54729999683332,225.54729999683332,end-to-end,3,8.923565474105999e-06,True,True,True,0.0,0.0,True,True,shared_chord_length,chord_length,chord_parameterization_learned_verified_compact,True,False,True,False,False,0,1,24,"[0.1678449511528015, 0.35480788350105286, 0.47220590710639954, 0.7941625118255615]","[0.040572237223386765, 0.12018762528896332, 0.17163176834583282, 0.21897216141223907, 0.268332839012146, 0.30696144700050354, 0.3426498472690582, 0.36096662282943726, 0.3823803961277008, 0.40853723883628845, 0.43393051624298096, 0.4554041624069214, 0.48041749000549316, 0.5010784268379211, 0.5269321799278259, 0.5518527626991272, 0.5809150338172913, 0.606862485408783, 0.6352907419204712, 0.6633321046829224, 0.6923905611038208, 0.7201234102249146, 0.756040096282959, 0.7880538702011108, 0.8179445862770081, 0.8510456085205078, 0.8838600516319275, 0.9291168451309204]","[0.019338415935635567, 0.049639225006103516, 0.08210814744234085, 0.11810845136642456, 0.1603705883026123, 0.19824913144111633, 0.2364870309829712, 0.26642701029777527, 0.29889294505119324, 0.33146658539772034, 0.36325570940971375, 0.39525115489959717, 0.4277798533439636, 0.4588437080383301, 0.4896753430366516, 0.5206839442253113, 0.552087128162384, 0.5834882259368896, 0.6157481670379639, 0.6484544277191162, 0.6824808716773987, 0.7180312275886536, 0.7541158199310303, 0.7887589931488037, 0.8222719430923462, 0.8578205108642578, 0.8974772691726685, 0.9409307837486267]","[0.19150304794311523, 0.23145931959152222, 0.3256954550743103, 0.45457249879837036, 0.5535008311271667, 0.6691832542419434]","[0.3387143313884735, 0.497138112783432, 0.5817884206771851]","[0.40853723883628845, 0.48041749000549316, 0.5010784268379211]","[0.0, 0.0, 0.0, 0.0, 0.1678449511528015, 0.35480788350105286, 0.47220590710639954, 0.7941625118255615, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.040572237223386765, 0.12018762528896332, 0.17163176834583282, 0.21897216141223907, 0.268332839012146, 0.30696144700050354, 0.3426498472690582, 0.36096662282943726, 0.3823803961277008, 0.40853723883628845, 0.43393051624298096, 0.4554041624069214, 0.48041749000549316, 0.5010784268379211, 0.5269321799278259, 0.5518527626991272, 0.5809150338172913, 0.606862485408783, 0.6352907419204712, 0.6633321046829224, 0.6923905611038208, 0.7201234102249146, 0.756040096282959, 0.7880538702011108, 0.8179445862770081, 0.8510456085205078, 0.8838600516319275, 0.9291168451309204, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.19150304794311523, 0.23145931959152222, 0.3256954550743103, 0.45457249879837036, 0.5535008311271667, 0.6691832542419434, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.3387143313884735, 0.497138112783432, 0.5817884206771851, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.40853723883628845, 0.48041749000549316, 0.5010784268379211, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.017076648771762848, 0.0339457243680954, 0.0428033210337162, 0.0644569918513298, 0.08615943044424057, 0.10024218261241913, 0.1199338287115097, 0.12812794744968414, 0.1453215330839157, 0.15340730547904968, 0.16484498977661133, 0.17545562982559204, 0.1898351013660431, 0.19748954474925995, 0.20464345812797546, 0.21146288514137268, 0.22045472264289856, 0.22674760222434998, 0.23767530918121338, 0.24813413619995117, 0.2583087086677551, 0.2626529037952423, 0.26811906695365906, 0.27571678161621094, 0.28338754177093506, 0.2923675775527954, 0.29804834723472595, 0.3012559413909912, 0.3058810532093048, 0.3128667175769806, 0.3212476670742035, 0.32414090633392334, 0.3298919200897217, 0.33532509207725525, 0.3404712677001953, 0.3444044589996338, 0.34788551926612854, 0.3504428267478943, 0.3555101156234741, 0.35912686586380005, 0.36265069246292114, 0.366758793592453, 0.3701441287994385, 0.37456780672073364, 0.37789130210876465, 0.3827283978462219, 0.38727840781211853, 0.3935448229312897, 0.39709335565567017, 0.4013809263706207, 0.405243456363678, 0.40833163261413574, 0.4131602942943573, 0.41725486516952515, 0.4218730032444, 0.4248271882534027, 0.4292043447494507, 0.4341583251953125, 0.4386114478111267, 0.44255679845809937, 0.4444911479949951, 0.4455728828907013, 0.4479855000972748, 0.4512707591056824, 0.45580288767814636, 0.4589976966381073, 0.46124789118766785, 0.46618491411209106, 0.4684816598892212, 0.47173836827278137, 0.47588807344436646, 0.4802171587944031, 0.48316773772239685, 0.4855281412601471, 0.48757341504096985, 0.4908725321292877, 0.49339550733566284, 0.4971466660499573, 0.5009936094284058, 0.5041122436523438, 0.5055065751075745, 0.5103051662445068, 0.513734757900238, 0.5148406624794006, 0.5180736780166626, 0.5207611918449402, 0.525237500667572, 0.5279641151428223, 0.5317186713218689, 0.5341542959213257, 0.5385800004005432, 0.541900634765625, 0.5438284277915955, 0.5487087965011597, 0.5505450367927551, 0.5535958409309387, 0.5586224794387817, 0.5616320371627808, 0.5626229047775269, 0.56734699010849, 0.568211555480957, 0.5721020698547363, 0.5739873647689819, 0.579420268535614, 0.5819939374923706, 0.5859550833702087, 0.588759183883667, 0.593416154384613, 0.5956372022628784, 0.6012389063835144, 0.605616569519043, 0.6078895330429077, 0.611047089099884, 0.61531662940979, 0.6179490089416504, 0.6216337084770203, 0.6261282563209534, 0.6310524344444275, 0.634727954864502, 0.63795405626297, 0.6415379643440247, 0.6454082131385803, 0.6507804989814758, 0.6535167098045349, 0.6588800549507141, 0.6631800532341003, 0.6672950983047485, 0.669437825679779, 0.673737108707428, 0.6779648065567017, 0.6812727451324463, 0.6857619881629944, 0.691077709197998, 0.696656346321106, 0.7009697556495667, 0.7044974565505981, 0.7083986401557922, 0.7115563154220581, 0.7142817974090576, 0.7182813286781311, 0.7198314070701599, 0.7229610681533813, 0.7271563410758972, 0.7330644726753235, 0.7383733987808228, 0.7438317537307739, 0.7476137280464172, 0.750593900680542, 0.7556162476539612, 0.7590543627738953, 0.7663972973823547, 0.772308886051178, 0.7771267294883728, 0.7802074551582336, 0.7831296324729919, 0.7880266308784485, 0.790653645992279, 0.7934920787811279, 0.7976555824279785, 0.8044734001159668, 0.8073323369026184, 0.813814640045166, 0.820742666721344, 0.823244571685791, 0.8279607892036438, 0.8343918323516846, 0.8411521315574646, 0.846102774143219, 0.8514089584350586, 0.8576898574829102, 0.862854540348053, 0.8676028847694397, 0.8706331253051758, 0.8779159188270569, 0.8830820322036743, 0.8896395564079285, 0.898879885673523, 0.9052209854125977, 0.9106354117393494, 0.914160430431366, 0.9203008413314819, 0.9279448390007019, 0.9321838617324829, 0.939413845539093, 0.9494120478630066, 0.9542823433876038, 0.9610732197761536, 0.9707795977592468, 0.981071949005127, 0.9908937811851501, 1.0]","[9.899400765789323e-07, 9.902845476972288e-07, 9.903202453642734e-07, 9.91287038232258e-07, 9.917649776980397e-07, 9.937008371707634e-07, 9.963059710571542e-07, 1.002297040031408e-06, 1.0071338465422741e-06, 1.01367368188221e-06, 1.0203146985077183e-06, 1.035587501974078e-06, 1.0390363058832008e-06, 1.0568488733042614e-06, 1.0614379561957321e-06, 1.0762227020677528e-06, 1.1074349686168716e-06, 1.1151456646985025e-06, 1.1500534355946002e-06, 1.1781663715737523e-06, 1.3129060789651703e-06, 1.5412524589919485e-06, 1.9827984942821786e-06, 2.243945573354722e-06, 3.7562576835625805e-06, 8.923565474105999e-06]"
comparison_002_sourceK05_canonicalK03_sample00992.png,992,20992,5,5,3,28,16,verified,5,5,1.8842897588911e-06,7.083797299856087e-07,2.033022065006662e-05,5.437485469883541e-06,True,8.899246495275293e-06,True,23,12.150199996540323,2.9683000029763207,2.6453000027686357,20.675299994763918,101.73880000365898,network forward + exact learned-subset verification + conditional confidence add-back/compaction/chord rescue/residual insertion/hard fallback,194.59630000346806,204.42899999034125,204.42899999034125,end-to-end,5,8.899246495275293e-06,True,True,True,0.0,0.0,True,True,shared_chord_length,chord_length,chord_parameterization_learned_verified_compact,True,False,True,False,False,0,1,140,"[0.13145506381988525, 0.3793342411518097, 0.5780051946640015, 0.7172353267669678, 0.8723296523094177]","[0.037100180983543396, 0.09027424454689026, 0.13795752823352814, 0.18849799036979675, 0.22394348680973053, 0.25692039728164673, 0.28040802478790283, 0.3094490170478821, 0.3341575860977173, 0.353939414024353, 0.37796178460121155, 0.4028819501399994, 0.43532615900039673, 0.46147406101226807, 0.4885750114917755, 0.5181514024734497, 0.5449811220169067, 0.5728751420974731, 0.6002492308616638, 0.6241183280944824, 0.6576451659202576, 0.6857393980026245, 0.7147709131240845, 0.74139803647995, 0.7751312851905823, 0.8052615523338318, 0.8459451794624329, 0.8991483449935913]","[0.017085019499063492, 0.04284736514091492, 0.07217323035001755, 0.10558763146400452, 0.14235015213489532, 0.1803542971611023, 0.21425391733646393, 0.24572306871414185, 0.2753145098686218, 0.3046363890171051, 0.3350488543510437, 0.3657785654067993, 0.397046834230423, 0.42857325077056885, 0.4601133167743683, 0.49188941717147827, 0.5243576169013977, 0.5576969385147095, 0.5915369391441345, 0.6258218884468079, 0.6615009903907776, 0.6990827322006226, 0.7377305626869202, 0.7752368450164795, 0.8106268048286438, 0.8471108675003052, 0.8890590667724609, 0.9359043836593628]","[0.06677693873643875, 0.10021062940359116, 0.13336077332496643, 0.1688406765460968, 0.19442592561244965, 0.22362883388996124, 0.2802932560443878, 0.3914848268032074, 0.480433851480484, 0.5692848563194275, 0.6141154766082764, 0.6526426076889038, 0.7036102414131165, 0.766191840171814, 0.8033578991889954, 0.8350152969360352]","[0.21679376065731049, 0.33852332830429077, 0.6158656477928162, 0.6914833784103394, 0.7968452572822571]","[0.22394348680973053, 0.37796178460121155, 0.6241183280944824, 0.6576451659202576, 0.8459451794624329]","[0.0, 0.0, 0.0, 0.0, 0.13145506381988525, 0.3793342411518097, 0.5780051946640015, 0.7172353267669678, 0.8723296523094177, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.037100180983543396, 0.09027424454689026, 0.13795752823352814, 0.18849799036979675, 0.22394348680973053, 0.25692039728164673, 0.28040802478790283, 0.3094490170478821, 0.3341575860977173, 0.353939414024353, 0.37796178460121155, 0.4028819501399994, 0.43532615900039673, 0.46147406101226807, 0.4885750114917755, 0.5181514024734497, 0.5449811220169067, 0.5728751420974731, 0.6002492308616638, 0.6241183280944824, 0.6576451659202576, 0.6857393980026245, 0.7147709131240845, 0.74139803647995, 0.7751312851905823, 0.8052615523338318, 0.8459451794624329, 0.8991483449935913, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.06677693873643875, 0.10021062940359116, 0.13336077332496643, 0.1688406765460968, 0.19442592561244965, 0.22362883388996124, 0.2802932560443878, 0.3914848268032074, 0.480433851480484, 0.5692848563194275, 0.6141154766082764, 0.6526426076889038, 0.7036102414131165, 0.766191840171814, 0.8033578991889954, 0.8350152969360352, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.21679376065731049, 0.33852332830429077, 0.6158656477928162, 0.6914833784103394, 0.7968452572822571, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.22394348680973053, 0.37796178460121155, 0.6241183280944824, 0.6576451659202576, 0.8459451794624329, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.011668654158711433, 0.03371437266469002, 0.044536691159009933, 0.054649338126182556, 0.07208116352558136, 0.09363184869289398, 0.10941071808338165, 0.12109627574682236, 0.13117298483848572, 0.13931946456432343, 0.14825543761253357, 0.16090936958789825, 0.16965897381305695, 0.17613737285137177, 0.18532931804656982, 0.19029219448566437, 0.19884313642978668, 0.2026958167552948, 0.20886671543121338, 0.21272598206996918, 0.22083747386932373, 0.22348341345787048, 0.22842083871364594, 0.23347611725330353, 0.23900730907917023, 0.24351352453231812, 0.2480614334344864, 0.2529308795928955, 0.258728563785553, 0.2630050480365753, 0.2651617228984833, 0.2688526511192322, 0.270861953496933, 0.27477726340293884, 0.27811869978904724, 0.28382906317710876, 0.28842630982398987, 0.29165688157081604, 0.29520541429519653, 0.30116432905197144, 0.305505633354187, 0.3074791431427002, 0.31160953640937805, 0.31534409523010254, 0.31997910141944885, 0.32460230588912964, 0.32951682806015015, 0.3319280445575714, 0.33712238073349, 0.3402068614959717, 0.3443046808242798, 0.3475360572338104, 0.35191184282302856, 0.35437604784965515, 0.360850989818573, 0.3628513813018799, 0.36724984645843506, 0.3694387674331665, 0.37504351139068604, 0.37748587131500244, 0.38021770119667053, 0.38544195890426636, 0.3909186124801636, 0.3963574767112732, 0.40023839473724365, 0.4033668339252472, 0.40892738103866577, 0.4126797318458557, 0.41496148705482483, 0.42038726806640625, 0.4249989986419678, 0.4294969439506531, 0.4346156120300293, 0.4381311535835266, 0.44322577118873596, 0.4491167962551117, 0.4528923034667969, 0.4565346837043762, 0.4590936303138733, 0.4617844521999359, 0.4645873010158539, 0.4699075222015381, 0.4749426543712616, 0.4779548943042755, 0.48205992579460144, 0.48351916670799255, 0.4870685040950775, 0.4912410378456116, 0.4954402446746826, 0.4998892843723297, 0.5053983926773071, 0.5101403594017029, 0.5140432715415955, 0.5168694853782654, 0.5205696821212769, 0.525145947933197, 0.529102623462677, 0.5318061709403992, 0.5331878662109375, 0.5389208793640137, 0.5435738563537598, 0.549838125705719, 0.5534572601318359, 0.5581210851669312, 0.5635312795639038, 0.5660710334777832, 0.5711137652397156, 0.5757151246070862, 0.5808647871017456, 0.583864688873291, 0.5880014300346375, 0.5903373956680298, 0.5947529077529907, 0.5972527861595154, 0.5990779995918274, 0.6032593846321106, 0.6051274538040161, 0.6079838275909424, 0.6111461520195007, 0.6161786913871765, 0.6189367175102234, 0.6228451728820801, 0.6277003288269043, 0.6311869025230408, 0.6362507343292236, 0.6394685506820679, 0.6426653265953064, 0.6455134749412537, 0.6479930877685547, 0.6527352333068848, 0.6579369306564331, 0.6631118655204773, 0.6660799384117126, 0.6699994206428528, 0.6731997728347778, 0.6760806441307068, 0.6798476576805115, 0.6836502552032471, 0.6862512230873108, 0.6916053891181946, 0.6942334771156311, 0.6981613636016846, 0.7012249827384949, 0.7049905061721802, 0.7098813056945801, 0.711928129196167, 0.7161047458648682, 0.7182034850120544, 0.7226361036300659, 0.7277302145957947, 0.7311442494392395, 0.7355076670646667, 0.7385520935058594, 0.7443855404853821, 0.7495142817497253, 0.7519229054450989, 0.7573039531707764, 0.7615166902542114, 0.7688833475112915, 0.7758331298828125, 0.779343843460083, 0.7839053273200989, 0.7910754680633545, 0.7952830195426941, 0.8000834584236145, 0.8026867508888245, 0.8094369173049927, 0.8140467405319214, 0.8175496459007263, 0.8230945467948914, 0.8291690945625305, 0.8364769220352173, 0.8426377177238464, 0.8487189412117004, 0.8533959984779358, 0.8591684699058533, 0.868139386177063, 0.8766688108444214, 0.8834159970283508, 0.8893337845802307, 0.9014471769332886, 0.9078208804130554, 0.916802704334259, 0.9217618107795715, 0.9310309290885925, 0.9382818937301636, 0.9484640955924988, 0.9619387984275818, 0.9761942028999329, 0.9852105379104614, 1.0]","[7.083797299856087e-07, 7.085299671416578e-07, 7.087542144290637e-07, 7.100848051777575e-07, 7.108134809641342e-07, 7.122410465854045e-07, 7.158530479500769e-07, 7.20993284630822e-07, 7.261740506692149e-07, 7.272060429386329e-07, 7.34148898118292e-07, 7.471200547115586e-07, 7.650066322639759e-07, 7.775417998345802e-07, 7.973187052812136e-07, 8.040198622438766e-07, 8.399001103498449e-07, 8.791183176981576e-07, 1.102226747207169e-06, 1.2971019032192999e-06, 1.6135626310642692e-06, 2.1823896076966776e-06, 4.234983407513937e-06, 8.899246495275293e-06]"
comparison_003_sourceK06_canonicalK04_sample00312.png,312,20312,6,6,4,28,6,verified,5,4,1.8183887959821732e-06,7.380997999462124e-07,2.7669890187098645e-05,1.9557099221856333e-05,True,1.4721314983034972e-05,True,24,17.2185000119498,2.7992999966954812,1.6616999928373843,16.175600001588464,31.88140000565909,network forward + exact learned-subset verification + conditional confidence add-back/compaction/chord rescue/residual insertion/hard fallback,185.60599999909755,216.62890000152402,216.62890000152402,end-to-end,4,1.4721299521625042e-05,True,True,True,0.0,1.546140993013978e-11,True,True,shared_chord_length,chord_length,chord_parameterization_learned_verified_compact,True,False,True,False,False,0,1,15,"[0.1810762733221054, 0.3279152512550354, 0.48292800784111023, 0.6371630430221558, 0.7171921133995056, 0.9050185084342957]","[0.029484771192073822, 0.064950130879879, 0.09903497248888016, 0.14612486958503723, 0.18188506364822388, 0.21825134754180908, 0.24874858558177948, 0.277326762676239, 0.30291327834129333, 0.32614967226982117, 0.34975287318229675, 0.37476179003715515, 0.3987081050872803, 0.4233398735523224, 0.44779330492019653, 0.4677271544933319, 0.49706020951271057, 0.5275745391845703, 0.559770405292511, 0.5909878611564636, 0.6260934472084045, 0.6627478003501892, 0.6979624629020691, 0.7307588458061218, 0.7626388072967529, 0.7976275682449341, 0.8395159244537354, 0.8853814601898193]","[0.019735759124159813, 0.04941415414214134, 0.08254355192184448, 0.1198016107082367, 0.1598442792892456, 0.19936273992061615, 0.2338535040616989, 0.2661917805671692, 0.2981587052345276, 0.33038702607154846, 0.36225059628486633, 0.3938620984554291, 0.4253835380077362, 0.45664095878601074, 0.48765429854393005, 0.5186467170715332, 0.5498042702674866, 0.5812744498252869, 0.6131831407546997, 0.6454041600227356, 0.678812563419342, 0.7140099406242371, 0.7499013543128967, 0.7841202020645142, 0.8168610334396362, 0.8519366979598999, 0.8922343850135803, 0.93735671043396]","[0.20770958065986633, 0.30358079075813293, 0.4335257112979889, 0.5024639964103699, 0.5717071890830994, 0.7177842259407043]","[0.2258887141942978, 0.30721867084503174, 0.4567311406135559, 0.5200815796852112, 0.6651967167854309]","[0.21825134754180908, 0.37476179003715515, 0.559770405292511, 0.5909878611564636]","[0.0, 0.0, 0.0, 0.0, 0.1810762733221054, 0.3279152512550354, 0.48292800784111023, 0.6371630430221558, 0.7171921133995056, 0.9050185084342957, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.029484771192073822, 0.064950130879879, 0.09903497248888016, 0.14612486958503723, 0.18188506364822388, 0.21825134754180908, 0.24874858558177948, 0.277326762676239, 0.30291327834129333, 0.32614967226982117, 0.34975287318229675, 0.37476179003715515, 0.3987081050872803, 0.4233398735523224, 0.44779330492019653, 0.4677271544933319, 0.49706020951271057, 0.5275745391845703, 0.559770405292511, 0.5909878611564636, 0.6260934472084045, 0.6627478003501892, 0.6979624629020691, 0.7307588458061218, 0.7626388072967529, 0.7976275682449341, 0.8395159244537354, 0.8853814601898193, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.20770958065986633, 0.30358079075813293, 0.4335257112979889, 0.5024639964103699, 0.5717071890830994, 0.7177842259407043, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.2258887141942978, 0.30721867084503174, 0.4567311406135559, 0.5200815796852112, 0.6651967167854309, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.21825134754180908, 0.37476179003715515, 0.559770405292511, 0.5909878611564636, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.011831403709948063, 0.024780908599495888, 0.03355531767010689, 0.04283775016665459, 0.051321543753147125, 0.06207354739308357, 0.06800991296768188, 0.07237652689218521, 0.08284526318311691, 0.08809571713209152, 0.09257595241069794, 0.09620022773742676, 0.10052523016929626, 0.11021628975868225, 0.11835857480764389, 0.12626560032367706, 0.1314401626586914, 0.13808202743530273, 0.14489297568798065, 0.15034501254558563, 0.15367990732192993, 0.16080041229724884, 0.1666027307510376, 0.16978363692760468, 0.17212910950183868, 0.1779634654521942, 0.17967666685581207, 0.18471553921699524, 0.18721720576286316, 0.19091768562793732, 0.1924687922000885, 0.19919702410697937, 0.2041969895362854, 0.20903724431991577, 0.21207493543624878, 0.21750883758068085, 0.22068625688552856, 0.22497767210006714, 0.2298821210861206, 0.23244740068912506, 0.23484523594379425, 0.23666661977767944, 0.2406623512506485, 0.24580764770507812, 0.24907946586608887, 0.2526299059391022, 0.2551408112049103, 0.25968098640441895, 0.2640070617198944, 0.26781412959098816, 0.27189531922340393, 0.2743919789791107, 0.27796703577041626, 0.280256450176239, 0.28600823879241943, 0.2875850200653076, 0.29256471991539, 0.2970797121524811, 0.3011801242828369, 0.30356836318969727, 0.3074173331260681, 0.31186383962631226, 0.31405025720596313, 0.31675201654434204, 0.31900376081466675, 0.32128381729125977, 0.32451725006103516, 0.3269491195678711, 0.33145850896835327, 0.3347086012363434, 0.33863207697868347, 0.3420197069644928, 0.34298115968704224, 0.34657880663871765, 0.35058507323265076, 0.35538461804389954, 0.3583258092403412, 0.36092695593833923, 0.36315661668777466, 0.3680816888809204, 0.37250009179115295, 0.3764505386352539, 0.37945565581321716, 0.38153699040412903, 0.3853868544101715, 0.3874432444572449, 0.3922468423843384, 0.3958147466182709, 0.40006381273269653, 0.40172988176345825, 0.4065694510936737, 0.40924397110939026, 0.41244372725486755, 0.41718366742134094, 0.4207265377044678, 0.42441076040267944, 0.42634251713752747, 0.431954026222229, 0.4343918263912201, 0.4361800253391266, 0.4391314685344696, 0.4448760449886322, 0.44926717877388, 0.4512970447540283, 0.4561086893081665, 0.45821040868759155, 0.46330299973487854, 0.4663735330104828, 0.4694652259349823, 0.4731559157371521, 0.47775235772132874, 0.4845120906829834, 0.4892207980155945, 0.4947511851787567, 0.5006451606750488, 0.5081059336662292, 0.5128832459449768, 0.518944501876831, 0.5239200592041016, 0.5287243127822876, 0.5322564244270325, 0.5379483103752136, 0.5422945022583008, 0.5488585829734802, 0.5547089576721191, 0.5597154498100281, 0.5655304193496704, 0.5717548131942749, 0.5757930874824524, 0.5791516900062561, 0.5849921703338623, 0.5906071066856384, 0.5949820876121521, 0.6016067862510681, 0.6066568493843079, 0.6107293963432312, 0.6147618293762207, 0.6222484111785889, 0.6265900731086731, 0.6340250372886658, 0.6365981698036194, 0.6405907273292542, 0.6446040272712708, 0.6482667922973633, 0.6542818546295166, 0.6561954617500305, 0.6618976593017578, 0.6653063893318176, 0.6725730299949646, 0.6766852140426636, 0.68550044298172, 0.6902591586112976, 0.6964285969734192, 0.7012115716934204, 0.7074366807937622, 0.7121825218200684, 0.716838002204895, 0.7218384146690369, 0.7276173830032349, 0.7330100536346436, 0.7378108501434326, 0.7464872598648071, 0.7508447766304016, 0.7563344836235046, 0.7612603902816772, 0.7662034630775452, 0.7735524773597717, 0.781267523765564, 0.7858364582061768, 0.7909977436065674, 0.7992650270462036, 0.8052606582641602, 0.8102876543998718, 0.8153403997421265, 0.8215662837028503, 0.8314405083656311, 0.8374844193458557, 0.8452268838882446, 0.850701630115509, 0.8578998446464539, 0.8653188347816467, 0.8791477680206299, 0.885155200958252, 0.8990002274513245, 0.9111014604568481, 0.922216534614563, 0.9316820502281189, 0.9401331543922424, 0.9576643705368042, 0.9798803925514221, 1.0]","[7.381010505014274e-07, 7.381307227660727e-07, 7.381720479315845e-07, 7.387952791759744e-07, 7.402500159514602e-07, 7.414327569676971e-07, 7.446500944752188e-07, 7.473660730283882e-07, 7.518041797993646e-07, 7.53863503177854e-07, 7.594482553940907e-07, 7.66903951898712e-07, 7.76039826178021e-07, 7.87327905982238e-07, 8.024137514439644e-07, 8.219636242756678e-07, 8.469331191918172e-07, 8.735133292248065e-07, 9.011696988636686e-07, 9.531281648378354e-07, 1.1819237215604517e-06, 1.6643776916680508e-06, 3.170409399899654e-06, 3.959054538427154e-06, 1.4721314983034972e-05]"
