sample_index,source_internal_knot_count,canonical_internal_knot_count,mse_tolerance,method,mse,final_internal_knot_count,canonical_count_error,source_count_error,threshold_satisfied,elapsed_ms,timing_scope,parameterization,internal_knots
248,4,4,2.5e-05,ours,2.40243844320531e-05,6,2,2,True,16.96345,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.20388789474964142, 0.39773494005203247, 0.5535518527030945, 0.8197313547134399, 0.8534852266311646, 0.9367127418518066]"
248,4,4,2.5e-05,kang_sparse_2015_adaptation,1.1238204246960743e-05,6,2,2,True,157.1916999964742,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.15384615384615385, 0.23076923076923078, 0.46153846153846156, 0.5384615384615384, 0.6057692307692308, 0.6923076923076923]"
248,4,4,2.5e-05,uniform_gradient_pruning,1.2893906698628865e-05,5,1,1,True,2683.7610000075074,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.23809523809523817, 0.38095238095238104, 0.5714285714285715, 0.6190476190476192, 0.761904761904762]"
